CONBPRES,DRAWDOWN,DEPTH,CONIDX,PRESSURE,SWAT,WELLMODEL,SGAS,CONKPOS,DATE,CONJPOS,WELL,CONIPOS
299.992919921875,0,1630.9468994140625,17,299.992919921875,0.8084018230438232,STANDARD,0.0,16,2018-01-01,41,R_A3,29
300.16583251953125,0,1633.5262451171875,18,300.16583251953125,1.0,STANDARD,0.0,27,2018-01-01,41,R_A3,29
300.40966796875,0,1637.1630859375,19,300.40966796875,0.04364456981420517,STANDARD,0.0,28,2018-01-01,41,R_A3,29
300.6535339355469,0,1640.8001708984375,20,300.6535339355469,0.05188838392496109,STANDARD,0.0,29,2018-01-01,41,R_A3,29
300.89739990234375,0,1644.4371337890625,21,300.89739990234375,1.0,STANDARD,0.0,30,2018-01-01,41,R_A3,29
301.14129638671875,0,1648.0740966796875,22,301.14129638671875,0.0641801506280899,STANDARD,0.0,31,2018-01-01,41,R_A3,29
300.009033203125,0,1631.1873779296875,1,300.009033203125,0.05036125332117081,STANDARD,0.0,1,2018-01-01,52,R_A4,30
299.7571105957031,0,1627.4293212890625,2,299.7571105957031,0.08347222208976746,STANDARD,0.0,1,2018-01-01,52,R_A4,31
299.89520263671875,0,1629.4896240234375,3,299.89520263671875,0.05255189538002014,STANDARD,0.0,2,2018-01-01,52,R_A4,31
300.0333251953125,0,1631.5498046875,4,300.0333251953125,0.05367308482527733,STANDARD,0.0,3,2018-01-01,52,R_A4,31
300.17144775390625,0,1633.610107421875,5,300.17144775390625,0.05652542784810066,STANDARD,0.0,4,2018-01-01,52,R_A4,31
300.0901184082031,0,1632.3968505859375,6,300.0901184082031,0.05670516937971115,STANDARD,0.0,4,2018-01-01,52,R_A4,32
300.3236999511719,0,1635.880615234375,7,300.3236999511719,0.06039223074913025,STANDARD,0.0,4,2018-01-01,51,R_A4,32
300.4202575683594,0,1637.321044921875,8,300.4202575683594,0.062218718230724335,STANDARD,0.0,4,2018-01-01,51,R_A4,33
300.29644775390625,0,1635.474609375,9,300.29644775390625,0.05870724841952324,STANDARD,0.0,3,2018-01-01,51,R_A4,33
300.74395751953125,0,1642.1485595703125,10,300.74395751953125,0.06312906742095947,STANDARD,0.0,4,2018-01-01,50,R_A4,33
300.67578125,0,1641.132080078125,11,300.67578125,0.06255592405796051,STANDARD,0.0,4,2018-01-01,50,R_A4,34
300.5467224121094,0,1639.20703125,12,300.5467224121094,0.1182539239525795,STANDARD,0.0,3,2018-01-01,50,R_A4,34
300.66064453125,0,1640.9061279296875,13,300.66064453125,0.10039374977350235,STANDARD,0.0,3,2018-01-01,50,R_A4,35
300.53570556640625,0,1639.0426025390625,14,300.53570556640625,0.18232817947864532,STANDARD,0.0,2,2018-01-01,50,R_A4,35
300.72943115234375,0,1641.93212890625,15,300.72943115234375,0.23937761783599854,STANDARD,0.0,2,2018-01-01,49,R_A4,35
300.7579650878906,0,1642.357421875,16,300.7579650878906,0.05827876925468445,STANDARD,0.0,30,2018-01-01,49,R_A4,36
300.5735168457031,0,1639.6068115234375,17,300.5735168457031,0.6481541991233826,STANDARD,0.0,30,2018-01-01,48,R_A4,36
301.0526123046875,0,1646.7513427734375,18,301.0526123046875,0.05980163440108299,STANDARD,0.0,30,2018-01-01,48,R_A4,37
301.5025939941406,0,1653.461669921875,19,301.5025939941406,0.10777666419744492,STANDARD,0.0,30,2018-01-01,48,R_A4,38
301.7947998046875,0,1657.8184814453125,20,301.7947998046875,0.07282351702451706,STANDARD,0.0,30,2018-01-01,47,R_A4,38
303.8440856933594,0,1685.026611328125,1,303.8440856933594,1.0,STANDARD,0.0,1,2018-01-01,20,R_A5,31
304.0601806640625,0,1687.3070068359375,2,304.0601806640625,1.0,STANDARD,0.0,2,2018-01-01,20,R_A5,31
304.27630615234375,0,1689.5875244140625,3,304.27630615234375,1.0,STANDARD,0.0,3,2018-01-01,20,R_A5,31
304.4924011230469,0,1691.8680419921875,4,304.4924011230469,1.0,STANDARD,0.0,4,2018-01-01,20,R_A5,31
304.7085266113281,0,1694.1485595703125,5,304.7085266113281,1.0,STANDARD,0.0,5,2018-01-01,20,R_A5,31
304.9246520996094,0,1696.4290771484375,6,304.9246520996094,1.0,STANDARD,0.0,6,2018-01-01,20,R_A5,31
305.446533203125,0,1698.70947265625,7,305.446533203125,1.0,STANDARD,0.0,7,2018-01-01,20,R_A5,31
305.988037109375,0,1707.6488037109375,8,305.988037109375,1.0,STANDARD,0.0,11,2018-01-01,20,R_A5,31
306.1695251464844,0,1709.5638427734375,9,306.1695251464844,1.0,STANDARD,0.0,12,2018-01-01,20,R_A5,31
305.4322814941406,0,1701.7845458984375,10,305.4322814941406,1.0,STANDARD,0.0,12,2018-01-01,21,R_A5,31
305.6291198730469,0,1703.735107421875,11,305.6291198730469,1.0,STANDARD,0.0,13,2018-01-01,21,R_A5,31
305.81396484375,0,1705.6856689453125,12,305.81396484375,1.0,STANDARD,0.0,14,2018-01-01,21,R_A5,31
305.9988098144531,0,1707.63623046875,13,305.9988098144531,1.0,STANDARD,0.0,15,2018-01-01,21,R_A5,31
306.3287048339844,0,1709.5867919921875,14,306.3287048339844,1.0,STANDARD,0.0,16,2018-01-01,21,R_A5,31
306.5135498046875,0,1711.537353515625,15,306.5135498046875,1.0,STANDARD,0.0,17,2018-01-01,21,R_A5,31
306.6856994628906,0,1713.35400390625,16,306.6856994628906,1.0,STANDARD,0.0,18,2018-01-01,21,R_A5,31
306.7843933105469,0,1714.3951416015625,17,306.7843933105469,1.0,STANDARD,0.0,19,2018-01-01,21,R_A5,31
306.75689697265625,0,1715.7628173828125,18,306.75689697265625,1.0,STANDARD,0.0,27,2018-01-01,21,R_A5,31
306.978271484375,0,1718.098388671875,19,306.978271484375,1.0,STANDARD,0.0,28,2018-01-01,21,R_A5,31
307.5054016113281,0,1720.43408203125,20,307.5054016113281,1.0,STANDARD,0.0,29,2018-01-01,21,R_A5,31
307.7267761230469,0,1722.7696533203125,21,307.7267761230469,1.0,STANDARD,0.0,30,2018-01-01,21,R_A5,31
307.9481506347656,0,1725.105224609375,22,307.9481506347656,1.0,STANDARD,0.0,31,2018-01-01,21,R_A5,31
305.11419677734375,0,1695.20263671875,1,305.11419677734375,1.0,STANDARD,0.0,1,2018-01-01,42,R_A6,17
305.2609558105469,0,1696.7510986328125,2,305.2609558105469,1.0,STANDARD,0.0,2,2018-01-01,42,R_A6,17
305.4076843261719,0,1698.299560546875,3,305.4076843261719,1.0,STANDARD,0.0,3,2018-01-01,42,R_A6,17
305.554443359375,0,1699.84814453125,4,305.554443359375,1.0,STANDARD,0.0,4,2018-01-01,42,R_A6,17
305.7012023925781,0,1701.3966064453125,5,305.7012023925781,1.0,STANDARD,0.0,5,2018-01-01,42,R_A6,17
305.84796142578125,0,1702.9451904296875,6,305.84796142578125,1.0,STANDARD,0.0,6,2018-01-01,42,R_A6,17
305.6956481933594,0,1704.49365234375,7,305.6956481933594,1.0,STANDARD,0.0,7,2018-01-01,42,R_A6,17
306.1414489746094,0,1706.042236328125,8,306.1414489746094,1.0,STANDARD,0.0,8,2018-01-01,42,R_A6,17
306.2882080078125,0,1707.5906982421875,9,306.2882080078125,1.0,STANDARD,0.0,9,2018-01-01,42,R_A6,17
306.1291809082031,0,1709.1392822265625,10,306.1291809082031,1.0,STANDARD,0.0,10,2018-01-01,42,R_A6,17
306.3109130859375,0,1711.055419921875,11,306.3109130859375,1.0,STANDARD,0.0,11,2018-01-01,42,R_A6,17
306.52734375,0,1713.3392333984375,12,306.52734375,1.0,STANDARD,0.0,12,2018-01-01,42,R_A6,17
306.7557678222656,0,1715.623046875,13,306.7557678222656,1.0,STANDARD,0.0,13,2018-01-01,42,R_A6,17
306.9721984863281,0,1717.9068603515625,14,306.9721984863281,1.0,STANDARD,0.0,14,2018-01-01,42,R_A6,17
307.18865966796875,0,1720.190673828125,15,307.18865966796875,1.0,STANDARD,0.0,15,2018-01-01,42,R_A6,17
307.55010986328125,0,1722.474365234375,16,307.55010986328125,1.0,STANDARD,0.0,16,2018-01-01,42,R_A6,17
307.7665710449219,0,1724.7581787109375,17,307.7665710449219,1.0,STANDARD,0.0,17,2018-01-01,42,R_A6,17
307.921630859375,0,1726.394287109375,18,307.921630859375,1.0,STANDARD,0.0,18,2018-01-01,42,R_A6,17
307.8930969238281,0,1727.7508544921875,19,307.8930969238281,1.0,STANDARD,0.0,27,2018-01-01,42,R_A6,17
308.3623352050781,0,1729.4755859375,20,308.3623352050781,1.0,STANDARD,0.0,28,2018-01-01,42,R_A6,17
308.22003173828125,0,1731.2001953125,21,308.22003173828125,1.0,STANDARD,0.0,29,2018-01-01,42,R_A6,17
308.68927001953125,0,1732.9249267578125,22,308.68927001953125,1.0,STANDARD,0.0,30,2018-01-01,42,R_A6,17
308.5469665527344,0,1734.649658203125,23,308.5469665527344,1.0,STANDARD,0.0,31,2018-01-01,42,R_A6,17
298.5559387207031,0,1641.094970703125,1,298.5559387207031,0.05685130134224892,STANDARD,0.0,1,2018-03-01,30,R_A2,22
298.6761779785156,0,1642.8890380859375,2,298.6761779785156,0.05989443510770798,STANDARD,0.0,2,2018-03-01,30,R_A2,22
298.7964172363281,0,1644.68310546875,3,298.7964172363281,0.06270600110292435,STANDARD,0.0,3,2018-03-01,30,R_A2,22
298.9166259765625,0,1646.4771728515625,4,298.9166259765625,0.06654074788093567,STANDARD,0.0,4,2018-03-01,30,R_A2,22
299.036865234375,0,1648.2713623046875,5,299.036865234375,0.07089061290025711,STANDARD,0.0,5,2018-03-01,30,R_A2,22
299.1570739746094,0,1650.0654296875,6,299.1570739746094,0.2393995225429535,STANDARD,0.0,6,2018-03-01,30,R_A2,22
299.28485107421875,0,1651.859619140625,7,299.28485107421875,0.8950700163841248,STANDARD,0.0,7,2018-03-01,30,R_A2,22
299.41094970703125,0,1653.6536865234375,8,299.41094970703125,0.8684301972389221,STANDARD,0.0,8,2018-03-01,30,R_A2,22
299.53668212890625,0,1655.44775390625,9,299.53668212890625,0.8944984078407288,STANDARD,0.0,9,2018-03-01,30,R_A2,22
299.8193054199219,0,1657.2418212890625,10,299.8193054199219,0.9061721563339233,STANDARD,0.0,10,2018-03-01,30,R_A2,22
300.0021667480469,0,1659.1368408203125,11,300.0021667480469,0.07824740558862686,STANDARD,0.0,11,2018-03-01,30,R_A2,22
300.1359558105469,0,1661.132568359375,12,300.1359558105469,0.08206702023744583,STANDARD,0.0,12,2018-03-01,30,R_A2,22
300.2736511230469,0,1663.12841796875,13,300.2736511230469,0.46429675817489624,STANDARD,0.0,13,2018-03-01,30,R_A2,22
300.4117126464844,0,1665.1241455078125,14,300.4117126464844,0.5079541206359863,STANDARD,0.0,14,2018-03-01,30,R_A2,22
300.5475158691406,0,1667.1199951171875,15,300.5475158691406,0.6799076199531555,STANDARD,0.0,15,2018-03-01,30,R_A2,22
300.6817626953125,0,1669.11572265625,16,300.6817626953125,0.976485550403595,STANDARD,0.0,16,2018-03-01,30,R_A2,22
300.8161926269531,0,1671.111572265625,17,300.8161926269531,0.9520881772041321,STANDARD,0.0,17,2018-03-01,30,R_A2,22
300.9422607421875,0,1672.9881591796875,18,300.9422607421875,0.9803776144981384,STANDARD,0.0,18,2018-03-01,30,R_A2,22
300.9040222167969,0,1674.229736328125,19,300.9040222167969,0.9921000003814697,STANDARD,0.0,18,2018-03-01,29,R_A2,22
301.1799011230469,0,1676.1676025390625,20,301.1799011230469,0.4432724118232727,STANDARD,0.0,27,2018-03-01,29,R_A2,22
302.3483581542969,0,1677.9368896484375,21,302.3483581542969,1.0,STANDARD,-2.2952397361192256e-12,28,2018-03-01,29,R_A2,22
303.1796875,0,1679.7061767578125,22,303.1796875,1.0,STANDARD,-1.235514511879754e-13,29,2018-03-01,29,R_A2,22
303.618896484375,0,1681.4754638671875,23,303.618896484375,1.0,STANDARD,-1.0952811940290012e-14,30,2018-03-01,29,R_A2,22
303.8797302246094,0,1683.2447509765625,24,303.8797302246094,1.0,STANDARD,-2.1525089246828347e-15,31,2018-03-01,29,R_A2,22
274.8326721191406,0,1685.026611328125,1,274.8326721191406,1.0,STANDARD,-3.181534693357836e-14,1,2018-04-28,20,R_A5,31
275.0484924316406,0,1687.3070068359375,2,275.0484924316406,1.0,STANDARD,-2.648331180006222e-14,2,2018-04-28,20,R_A5,31
275.263916015625,0,1689.5875244140625,3,275.263916015625,1.0,STANDARD,-2.5998524351162483e-14,3,2018-04-28,20,R_A5,31
275.4790954589844,0,1691.8680419921875,4,275.4790954589844,1.0,STANDARD,-2.8027093720937174e-14,4,2018-04-28,20,R_A5,31
275.69464111328125,0,1694.1485595703125,5,275.69464111328125,1.0,STANDARD,-2.694515312642084e-14,5,2018-04-28,20,R_A5,31
275.910400390625,0,1696.4290771484375,6,275.910400390625,1.0,STANDARD,-2.7033878133579832e-14,6,2018-04-28,20,R_A5,31
276.44989013671875,0,1698.70947265625,7,276.44989013671875,1.0,STANDARD,-7.465248647660523e-15,7,2018-04-28,20,R_A5,31
277.1048278808594,0,1707.6488037109375,8,277.1048278808594,1.0,STANDARD,-2.615956903135805e-14,11,2018-04-28,20,R_A5,31
277.6636657714844,0,1709.5638427734375,9,277.6636657714844,1.0,STANDARD,7.665700349880969e-14,12,2018-04-28,20,R_A5,31
275.98004150390625,0,1701.7845458984375,10,275.98004150390625,1.0,STANDARD,-6.748775800355378e-13,12,2018-04-28,21,R_A5,31
276.1791076660156,0,1703.735107421875,11,276.1791076660156,1.0,STANDARD,-4.047592000607468e-14,13,2018-04-28,21,R_A5,31
276.36773681640625,0,1705.6856689453125,12,276.36773681640625,1.0,STANDARD,-5.5022555522227234e-14,14,2018-04-28,21,R_A5,31
276.56951904296875,0,1707.63623046875,13,276.56951904296875,1.0,STANDARD,-9.641986949799567e-15,15,2018-04-28,21,R_A5,31
276.9708251953125,0,1709.5867919921875,14,276.9708251953125,1.0,STANDARD,-7.162868049886105e-15,16,2018-04-28,21,R_A5,31
277.3297119140625,0,1711.537353515625,15,277.3297119140625,1.0,STANDARD,-3.2370886091650185e-17,17,2018-04-28,21,R_A5,31
277.7049255371094,0,1713.35400390625,16,277.7049255371094,1.0,STANDARD,1.574589673836895e-15,18,2018-04-28,21,R_A5,31
277.91387939453125,0,1714.3951416015625,17,277.91387939453125,1.0,STANDARD,0.0,19,2018-04-28,21,R_A5,31
277.94635009765625,0,1715.7628173828125,18,277.94635009765625,1.0,STANDARD,2.788459567415469e-13,27,2018-04-28,21,R_A5,31
278.2059631347656,0,1718.098388671875,19,278.2059631347656,1.0,STANDARD,2.946741158374455e-13,28,2018-04-28,21,R_A5,31
279.2701416015625,0,1720.43408203125,20,279.2701416015625,1.0,STANDARD,-5.348671267176031e-13,29,2018-04-28,21,R_A5,31
291.93389892578125,0,1722.7696533203125,21,291.93389892578125,1.0,STANDARD,-2.0661148595504564e-17,30,2018-04-28,21,R_A5,31
302.39361572265625,0,1725.105224609375,22,302.39361572265625,1.0,STANDARD,6.759844689110079e-20,31,2018-04-28,21,R_A5,31
283.1837158203125,0,1609.243408203125,1,283.1837158203125,0.6500598788261414,STANDARD,0.0,1,2018-07-03,41,R_A3,28
283.34832763671875,0,1611.3077392578125,2,283.34832763671875,0.19966250658035278,STANDARD,0.0,2,2018-07-03,41,R_A3,28
283.4864196777344,0,1613.3720703125,3,283.4864196777344,0.1991361826658249,STANDARD,0.0,3,2018-07-03,41,R_A3,28
283.71759033203125,0,1615.4365234375,4,283.71759033203125,0.3781927824020386,STANDARD,0.0,4,2018-07-03,41,R_A3,28
284.8321533203125,0,1617.5008544921875,5,284.8321533203125,0.8022199869155884,STANDARD,0.0,5,2018-07-03,41,R_A3,28
285.0798645019531,0,1619.565185546875,6,285.0798645019531,0.6500285267829895,STANDARD,0.0,6,2018-07-03,41,R_A3,28
284.0650329589844,0,1609.3663330078125,7,284.0650329589844,0.6493738889694214,STANDARD,0.0,6,2018-07-03,41,R_A3,29
284.24725341796875,0,1611.4163818359375,8,284.24725341796875,0.1991245299577713,STANDARD,0.0,7,2018-07-03,41,R_A3,29
284.38507080078125,0,1613.46630859375,9,284.38507080078125,0.19819070398807526,STANDARD,0.0,8,2018-07-03,41,R_A3,29
284.5893249511719,0,1615.516357421875,10,284.5893249511719,0.7993966937065125,STANDARD,0.0,9,2018-07-03,41,R_A3,29
285.4210510253906,0,1617.5662841796875,11,285.4210510253906,0.7983859777450562,STANDARD,0.0,10,2018-07-03,41,R_A3,29
285.4393310546875,0,1619.750732421875,12,285.4393310546875,0.05063607171177864,STANDARD,0.0,11,2018-07-03,41,R_A3,29
285.59423828125,0,1622.0697021484375,13,285.59423828125,0.05454292520880699,STANDARD,0.0,12,2018-07-03,41,R_A3,29
285.75054931640625,0,1624.388671875,14,285.75054931640625,0.3735191524028778,STANDARD,0.0,13,2018-07-03,41,R_A3,29
287.0136413574219,0,1626.707763671875,15,287.0136413574219,0.40029457211494446,STANDARD,0.0,14,2018-07-03,41,R_A3,29
287.22186279296875,0,1629.026611328125,16,287.22186279296875,0.4963459074497223,STANDARD,0.0,15,2018-07-03,41,R_A3,29
287.34796142578125,0,1630.9468994140625,17,287.34796142578125,0.807592511177063,STANDARD,0.0,16,2018-07-03,41,R_A3,29
289.3127136230469,0,1633.5262451171875,18,289.3127136230469,0.9999998211860657,STANDARD,-1.3637881934869256e-08,27,2018-07-03,41,R_A3,29
286.46405029296875,0,1637.1630859375,19,286.46405029296875,0.043854326009750366,STANDARD,0.0,28,2018-07-03,41,R_A3,29
286.7070617675781,0,1640.8001708984375,20,286.7070617675781,0.052073512226343155,STANDARD,0.0,29,2018-07-03,41,R_A3,29
289.850341796875,0,1644.4371337890625,21,289.850341796875,0.9999998807907104,STANDARD,-6.625248349934054e-09,30,2018-07-03,41,R_A3,29
287.1943054199219,0,1648.0740966796875,22,287.1943054199219,0.06454233825206757,STANDARD,0.0,31,2018-07-03,41,R_A3,29
277.0220947265625,0,1631.1873779296875,1,277.0220947265625,0.050644975155591965,STANDARD,0.0,1,2018-09-12,52,R_A4,30
276.8700256347656,0,1627.4293212890625,2,276.8700256347656,0.08379317820072174,STANDARD,0.0,1,2018-09-12,52,R_A4,31
277.00726318359375,0,1629.4896240234375,3,277.00726318359375,0.05271944776177406,STANDARD,0.0,2,2018-09-12,52,R_A4,31
277.1445007324219,0,1631.5498046875,4,277.1445007324219,0.05385221168398857,STANDARD,0.0,3,2018-09-12,52,R_A4,31
277.28179931640625,0,1633.610107421875,5,277.28179931640625,0.05669817700982094,STANDARD,0.0,4,2018-09-12,52,R_A4,31
277.27685546875,0,1632.3968505859375,6,277.27685546875,0.05682698264718056,STANDARD,0.0,4,2018-09-12,52,R_A4,32
277.306396484375,0,1635.880615234375,7,277.306396484375,0.061353739351034164,STANDARD,0.0,4,2018-09-12,51,R_A4,32
277.44769287109375,0,1637.321044921875,8,277.44769287109375,0.06314826756715775,STANDARD,0.0,4,2018-09-12,51,R_A4,33
277.3246765136719,0,1635.474609375,9,277.3246765136719,0.0590408593416214,STANDARD,0.0,3,2018-09-12,51,R_A4,33
277.5177307128906,0,1642.1485595703125,10,277.5177307128906,0.06391406059265137,STANDARD,0.0,4,2018-09-12,50,R_A4,33
277.5438537597656,0,1641.132080078125,11,277.5438537597656,0.0626196637749672,STANDARD,0.0,4,2018-09-12,50,R_A4,34
277.416015625,0,1639.20703125,12,277.416015625,0.11824260652065277,STANDARD,0.0,3,2018-09-12,50,R_A4,34
277.66070556640625,0,1640.9061279296875,13,277.66070556640625,0.10072513669729233,STANDARD,0.0,3,2018-09-12,50,R_A4,35
277.5372009277344,0,1639.0426025390625,14,277.5372009277344,0.1827508509159088,STANDARD,0.0,2,2018-09-12,50,R_A4,35
277.5751647949219,0,1641.93212890625,15,277.5751647949219,0.23899172246456146,STANDARD,0.0,2,2018-09-12,49,R_A4,35
278.3472595214844,0,1642.357421875,16,278.3472595214844,0.058268386870622635,STANDARD,0.0,30,2018-09-12,49,R_A4,36
278.0246887207031,0,1639.6068115234375,17,278.0246887207031,0.6563663482666016,STANDARD,0.0,30,2018-09-12,48,R_A4,36
278.6528015136719,0,1646.7513427734375,18,278.6528015136719,0.07185676693916321,STANDARD,0.0,30,2018-09-12,48,R_A4,37
279.3612060546875,0,1653.461669921875,19,279.3612060546875,0.18102651834487915,STANDARD,0.0,30,2018-09-12,48,R_A4,38
279.46795654296875,0,1657.8184814453125,20,279.46795654296875,0.12024400383234024,STANDARD,0.0,30,2018-09-12,47,R_A4,38
275.67254638671875,0,1695.20263671875,1,275.67254638671875,1.0,STANDARD,-6.1596367214439545e-15,1,2018-11-07,42,R_A6,17
275.8167419433594,0,1696.7510986328125,2,275.8167419433594,1.0,STANDARD,-3.214326345713013e-15,2,2018-11-07,42,R_A6,17
275.9564514160156,0,1698.299560546875,3,275.9564514160156,1.0,STANDARD,-2.2752855033543982e-15,3,2018-11-07,42,R_A6,17
276.09051513671875,0,1699.84814453125,4,276.09051513671875,1.0,STANDARD,-1.8950742244303346e-15,4,2018-11-07,42,R_A6,17
276.221923828125,0,1701.3966064453125,5,276.221923828125,1.0,STANDARD,-2.085871572172918e-15,5,2018-11-07,42,R_A6,17
276.3557434082031,0,1702.9451904296875,6,276.3557434082031,1.0,STANDARD,-3.0152153695931286e-15,6,2018-11-07,42,R_A6,17
276.1960144042969,0,1704.49365234375,7,276.1960144042969,1.0,STANDARD,-1.0400823946673729e-13,7,2018-11-07,42,R_A6,17
276.6346130371094,0,1706.042236328125,8,276.6346130371094,1.0,STANDARD,-5.617074002244949e-15,8,2018-11-07,42,R_A6,17
276.7659912109375,0,1707.5906982421875,9,276.7659912109375,1.0,STANDARD,-5.912210774254448e-15,9,2018-11-07,42,R_A6,17
276.5789794921875,0,1709.1392822265625,10,276.5789794921875,1.0,STANDARD,-1.1244237962601544e-12,10,2018-11-07,42,R_A6,17
276.7500915527344,0,1711.055419921875,11,276.7500915527344,1.0,STANDARD,-1.1704599962858442e-12,11,2018-11-07,42,R_A6,17
276.96533203125,0,1713.3392333984375,12,276.96533203125,1.0,STANDARD,-6.727785646296058e-13,12,2018-11-07,42,R_A6,17
277.1982421875,0,1715.623046875,13,277.1982421875,1.0,STANDARD,-5.183248036506882e-14,13,2018-11-07,42,R_A6,17
277.4144287109375,0,1717.9068603515625,14,277.4144287109375,1.0,STANDARD,-3.0834852087022885e-14,14,2018-11-07,42,R_A6,17
277.6304626464844,0,1720.190673828125,15,277.6304626464844,1.0,STANDARD,-2.3048383134775113e-14,15,2018-11-07,42,R_A6,17
