ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,3944942,722693,422991,294973,41532145,0,0,0,0,0
Valysar,CentralSouth,64143281,11303060,8332679,5810794,818159824,0,0,0,0,0
Valysar,CentralNorth,32952500,5428565,3712554,2588950,364524172,0,0,0,0,0
Valysar,NorthHorst,6127341,773105,412617,253451,49650959,24493657,3159893,2153488,500811265,76624
Valysar,CentralRamp,13236857,2237560,1658106,1156280,162804290,0,0,0,0,0
Valysar,CentralHorst,86388988,13314275,9662103,6737868,948691881,0,0,0,0,0
Valysar,EastLowland,4326937,672076,339578,236804,33342071,0,0,0,0,0
Therys,WestLowland,1493715,323568,143509,100076,14090706,0,0,0,0,0
Therys,CentralSouth,14225074,3239854,2083490,1452922,204571441,0,0,0,0,0
Therys,CentralNorth,18982358,3817498,2210869,1541749,217078320,0,0,0,0,0
Therys,NorthHorst,11962717,1690380,668520,410639,80444192,13705418,2518654,1668204,387954311,59357
Therys,CentralRamp,6631589,1408698,1071392,747135,105196676,0,0,0,0,0
Therys,CentralHorst,28230182,7147458,5576263,3888607,547515919,0,0,0,0,0
Therys,EastLowland,1891,108,12,8,1151,0,0,0,0,0
Volon,WestLowland,91915,15579,2924,2039,287053,0,0,0,0,0
Volon,CentralSouth,32915582,5810153,3896461,2717197,382581355,0,0,0,0,0
Volon,CentralNorth,5755862,868423,487650,340063,47880836,0,0,0,0,0
Volon,NorthHorst,6705963,1234063,932352,572698,112191473,1405359,289096,260758,60641351,9278
Volon,CentralRamp,11928949,2141033,1599452,1115378,157045233,0,0,0,0,0
Volon,CentralHorst,81368650,14685834,11611358,8097181,1140083138,0,0,0,0,0
Volon,EastLowland,362882,41738,3048,2126,299283,0,0,0,0,0
