PRESSURE,SGAS,WELL,CONJPOS,CONIPOS,SWAT,DRAWDOWN,DATE,CONIDX,CONBPRES,CONKPOS,DEPTH,WELLMODEL
300.10540771484375,0.0,R_A4,52,30,0.05228651687502861,0,2018-01-01,1,300.10540771484375,1,1632.0474853515625,STANDARD
299.95477294921875,0.0,R_A4,52,31,0.05082590878009796,0,2018-01-01,2,299.95477294921875,1,1629.8009033203125,STANDARD
300.0882263183594,0.0,R_A4,52,31,0.05435366556048393,0,2018-01-01,3,300.0882263183594,2,1631.7913818359375,STANDARD
300.1342468261719,0.0,R_A4,52,32,0.05456480383872986,0,2018-01-01,4,300.1342468261719,2,1632.477783203125,STANDARD
300.258544921875,0.0,R_A4,52,32,0.056124914437532425,0,2018-01-01,5,300.258544921875,3,1634.33154296875,STANDARD
300.35986328125,0.0,R_A4,51,32,0.058119624853134155,0,2018-01-01,6,300.35986328125,3,1635.8427734375,STANDARD
300.51727294921875,0.0,R_A4,51,33,0.06053485721349716,0,2018-01-01,7,300.51727294921875,3,1638.190673828125,STANDARD
300.3931579589844,0.0,R_A4,51,33,0.05697908625006676,0,2018-01-01,8,300.3931579589844,2,1636.3394775390625,STANDARD
300.7607727050781,0.0,R_A4,50,33,0.06250160187482834,0,2018-01-01,9,300.7607727050781,3,1641.822265625,STANDARD
300.56890869140625,0.0,R_A4,50,34,0.06165262311697006,0,2018-01-01,10,300.56890869140625,3,1638.9605712890625,STANDARD
300.7037658691406,0.0,R_A4,50,34,0.062446266412734985,0,2018-01-01,11,300.7037658691406,4,1640.97216796875,STANDARD
300.8498840332031,0.0,R_A4,50,35,0.18183103203773499,0,2018-01-01,12,300.8498840332031,4,1643.151123046875,STANDARD
300.7235107421875,0.0,R_A4,50,35,0.1368853747844696,0,2018-01-01,13,300.7235107421875,3,1641.2664794921875,STANDARD
300.85198974609375,0.0,R_A4,49,35,0.1864522397518158,0,2018-01-01,14,300.85198974609375,3,1643.1824951171875,STANDARD
300.73333740234375,0.0,R_A4,49,35,0.23077937960624695,0,2018-01-01,15,300.73333740234375,2,1641.4130859375,STANDARD
300.6147155761719,0.0,R_A4,49,35,0.11523356288671494,0,2018-01-01,16,300.6147155761719,1,1639.6436767578125,STANDARD
300.98345947265625,0.0,R_A4,49,36,0.12376368790864944,0,2018-01-01,17,300.98345947265625,32,1645.1431884765625,STANDARD
300.85009765625,0.0,R_A4,48,36,0.6481541991233826,0,2018-01-01,18,300.85009765625,32,1643.1541748046875,STANDARD
301.4190673828125,0.0,R_A4,48,37,0.10489170253276825,0,2018-01-01,19,301.4190673828125,32,1651.638916015625,STANDARD
301.042724609375,0.0,R_A4,48,37,0.6481541991233826,0,2018-01-01,20,301.042724609375,31,1646.0269775390625,STANDARD
301.7527770996094,0.0,R_A4,48,38,1.0,0,2018-01-01,21,301.7527770996094,31,1656.6143798828125,STANDARD
301.3664855957031,0.0,R_A4,48,38,0.24956025183200836,0,2018-01-01,22,301.3664855957031,30,1650.8546142578125,STANDARD
301.95233154296875,0.0,R_A4,47,38,0.26025310158729553,0,2018-01-01,23,301.95233154296875,30,1659.58984375,STANDARD
301.5703125,0.0,R_A4,47,38,0.6481541991233826,0,2018-01-01,24,301.5703125,29,1653.893798828125,STANDARD
303.7479248046875,0.0,R_A5,20,31,1.0,0,2018-01-01,1,303.7479248046875,1,1684.0118408203125,STANDARD
303.9565734863281,0.0,R_A5,20,31,1.0,0,2018-01-01,2,303.9565734863281,2,1686.213623046875,STANDARD
304.16522216796875,0.0,R_A5,20,31,1.0,0,2018-01-01,3,304.16522216796875,3,1688.415283203125,STANDARD
304.37384033203125,0.0,R_A5,20,31,1.0,0,2018-01-01,4,304.37384033203125,4,1690.616943359375,STANDARD
304.5824890136719,0.0,R_A5,20,31,1.0,0,2018-01-01,5,304.5824890136719,5,1692.8187255859375,STANDARD
304.7911376953125,0.0,R_A5,20,31,1.0,0,2018-01-01,6,304.7911376953125,6,1695.0203857421875,STANDARD
305.3055725097656,0.0,R_A5,20,31,1.0,0,2018-01-01,7,305.3055725097656,7,1697.22216796875,STANDARD
305.5142517089844,0.0,R_A5,20,31,1.0,0,2018-01-01,8,305.5142517089844,8,1699.423828125,STANDARD
305.822509765625,0.0,R_A5,20,31,1.0,0,2018-01-01,9,305.822509765625,11,1705.9022216796875,STANDARD
305.57745361328125,0.0,R_A5,21,31,1.0,0,2018-01-01,10,305.57745361328125,11,1703.31640625,STANDARD
305.7590026855469,0.0,R_A5,21,31,1.0,0,2018-01-01,11,305.7590026855469,12,1705.2320556640625,STANDARD
305.9525451660156,0.0,R_A5,21,31,1.0,0,2018-01-01,12,305.9525451660156,13,1707.1478271484375,STANDARD
306.13409423828125,0.0,R_A5,21,31,1.0,0,2018-01-01,13,306.13409423828125,14,1709.0634765625,STANDARD
306.3156433105469,0.0,R_A5,21,31,1.0,0,2018-01-01,14,306.3156433105469,15,1710.9791259765625,STANDARD
306.6422119140625,0.0,R_A5,21,31,1.0,0,2018-01-01,15,306.6422119140625,16,1712.894775390625,STANDARD
306.8223571777344,0.0,R_A5,21,31,1.0,0,2018-01-01,16,306.8223571777344,17,1714.795654296875,STANDARD
306.96246337890625,0.0,R_A5,21,31,1.0,0,2018-01-01,17,306.96246337890625,18,1716.2740478515625,STANDARD
307.0325012207031,0.0,R_A5,21,31,1.0,0,2018-01-01,18,307.0325012207031,19,1717.012939453125,STANDARD
306.9957275390625,0.0,R_A5,21,31,1.0,0,2018-01-01,19,306.9957275390625,28,1718.282470703125,STANDARD
307.19775390625,0.0,R_A5,21,31,1.0,0,2018-01-01,20,307.19775390625,29,1720.4144287109375,STANDARD
307.7055969238281,0.0,R_A5,21,31,1.0,0,2018-01-01,21,307.7055969238281,30,1722.5462646484375,STANDARD
307.90765380859375,0.0,R_A5,21,31,1.0,0,2018-01-01,22,307.90765380859375,31,1724.6781005859375,STANDARD
308.1097106933594,0.0,R_A5,21,31,1.0,0,2018-01-01,23,308.1097106933594,32,1726.8099365234375,STANDARD
305.13116455078125,0.0,R_A6,42,17,1.0,0,2018-01-01,1,305.13116455078125,1,1695.381591796875,STANDARD
305.279296875,0.0,R_A6,42,17,1.0,0,2018-01-01,2,305.279296875,2,1696.94482421875,STANDARD
305.4274597167969,0.0,R_A6,42,17,1.0,0,2018-01-01,3,305.4274597167969,3,1698.508056640625,STANDARD
305.5755920410156,0.0,R_A6,42,17,1.0,0,2018-01-01,4,305.5755920410156,4,1700.0712890625,STANDARD
305.7237243652344,0.0,R_A6,42,17,1.0,0,2018-01-01,5,305.7237243652344,5,1701.634521484375,STANDARD
305.87188720703125,0.0,R_A6,42,17,1.0,0,2018-01-01,6,305.87188720703125,6,1703.19775390625,STANDARD
305.7209777832031,0.0,R_A6,42,17,1.0,0,2018-01-01,7,305.7209777832031,7,1704.760986328125,STANDARD
306.1681823730469,0.0,R_A6,42,17,1.0,0,2018-01-01,8,306.1681823730469,8,1706.32421875,STANDARD
306.31634521484375,0.0,R_A6,42,17,1.0,0,2018-01-01,9,306.31634521484375,9,1707.887451171875,STANDARD
306.15869140625,0.0,R_A6,42,17,1.0,0,2018-01-01,10,306.15869140625,10,1709.45068359375,STANDARD
306.3377990722656,0.0,R_A6,42,17,1.0,0,2018-01-01,11,306.3377990722656,11,1711.3392333984375,STANDARD
306.5475769042969,0.0,R_A6,42,17,1.0,0,2018-01-01,12,306.5475769042969,12,1713.5528564453125,STANDARD
306.76934814453125,0.0,R_A6,42,17,1.0,0,2018-01-01,13,306.76934814453125,13,1715.7666015625,STANDARD
306.9791564941406,0.0,R_A6,42,17,1.0,0,2018-01-01,14,306.9791564941406,14,1717.9803466796875,STANDARD
307.18896484375,0.0,R_A6,42,17,1.0,0,2018-01-01,15,307.18896484375,15,1720.194091796875,STANDARD
307.5437927246094,0.0,R_A6,42,17,1.0,0,2018-01-01,16,307.5437927246094,16,1722.40771484375,STANDARD
307.75360107421875,0.0,R_A6,42,17,1.0,0,2018-01-01,17,307.75360107421875,17,1724.6214599609375,STANDARD
307.9351806640625,0.0,R_A6,42,17,1.0,0,2018-01-01,18,307.9351806640625,18,1726.5372314453125,STANDARD
307.93719482421875,0.0,R_A6,42,17,1.0,0,2018-01-01,19,307.93719482421875,28,1728.2161865234375,STANDARD
308.10211181640625,0.0,R_A6,42,17,1.0,0,2018-01-01,20,308.10211181640625,29,1729.9561767578125,STANDARD
308.57281494140625,0.0,R_A6,42,17,1.0,0,2018-01-01,21,308.57281494140625,30,1731.6961669921875,STANDARD
308.73773193359375,0.0,R_A6,42,17,1.0,0,2018-01-01,22,308.73773193359375,31,1733.43603515625,STANDARD
308.59686279296875,0.0,R_A6,42,17,1.0,0,2018-01-01,23,308.59686279296875,32,1735.176025390625,STANDARD
295.5699157714844,0.0,R_A2,30,22,0.05561112239956856,0,2018-03-01,1,295.5699157714844,1,1639.9913330078125,STANDARD
295.69329833984375,0.0,R_A2,30,22,0.0565631166100502,0,2018-03-01,2,295.69329833984375,2,1641.8336181640625,STANDARD
295.816650390625,0.0,R_A2,30,22,0.06019647791981697,0,2018-03-01,3,295.816650390625,3,1643.6759033203125,STANDARD
295.94000244140625,0.0,R_A2,30,22,0.06518751382827759,0,2018-03-01,4,295.94000244140625,4,1645.5181884765625,STANDARD
296.0633544921875,0.0,R_A2,30,22,0.06731434166431427,0,2018-03-01,5,296.0633544921875,5,1647.3604736328125,STANDARD
296.2035217285156,0.0,R_A2,30,22,0.3169436454772949,0,2018-03-01,6,296.2035217285156,6,1649.20263671875,STANDARD
296.3440856933594,0.0,R_A2,30,22,0.8815503120422363,0,2018-03-01,7,296.3440856933594,7,1651.044921875,STANDARD
296.4934387207031,0.0,R_A2,30,22,0.8740037679672241,0,2018-03-01,8,296.4934387207031,8,1652.88720703125,STANDARD
297.36297607421875,0.0,R_A2,30,22,0.9079115390777588,0,2018-03-01,9,297.36297607421875,9,1654.7294921875,STANDARD
298.3987731933594,0.0,R_A2,30,22,0.9006142020225525,0,2018-03-01,10,298.3987731933594,10,1656.57177734375,STANDARD
299.6597900390625,0.0,R_A2,30,22,0.07343917340040207,0,2018-03-01,11,299.6597900390625,11,1658.5198974609375,STANDARD
300.00946044921875,0.0,R_A2,30,22,0.4402182102203369,0,2018-03-01,12,300.00946044921875,13,1662.6278076171875,STANDARD
300.237060546875,0.0,R_A2,30,22,0.48154744505882263,0,2018-03-01,13,300.237060546875,14,1664.6817626953125,STANDARD
300.3745422363281,0.0,R_A2,30,22,0.6536136269569397,0,2018-03-01,14,300.3745422363281,15,1666.7357177734375,STANDARD
300.5079345703125,0.0,R_A2,30,22,0.9596776366233826,0,2018-03-01,15,300.5079345703125,16,1668.78955078125,STANDARD
300.6449279785156,0.0,R_A2,30,22,0.9231938123703003,0,2018-03-01,16,300.6449279785156,17,1670.8436279296875,STANDARD
300.77471923828125,0.0,R_A2,30,22,0.9580422043800354,0,2018-03-01,17,300.77471923828125,18,1672.7872314453125,STANDARD
300.8609313964844,0.0,R_A2,30,22,0.9934632778167725,0,2018-03-01,18,300.8609313964844,19,1674.0709228515625,STANDARD
301.77978515625,0.0,R_A2,30,22,0.8308997750282288,0,2018-03-01,19,301.77978515625,28,1675.3768310546875,STANDARD
301.9119873046875,-8.13587936035259e-15,R_A2,30,22,1.0,0,2018-03-01,20,301.9119873046875,29,1677.254638671875,STANDARD
301.5060119628906,-1.312198938917264e-12,R_A2,30,22,1.0,0,2018-03-01,21,301.5060119628906,30,1679.13232421875,STANDARD
300.7936096191406,0.0,R_A2,29,22,0.9999992251396179,0,2018-03-01,22,300.7936096191406,30,1681.0595703125,STANDARD
301.266357421875,-7.853574041094546e-11,R_A2,29,22,1.0,0,2018-03-01,23,301.266357421875,31,1682.821533203125,STANDARD
302.0253601074219,-1.999776687018444e-14,R_A2,29,22,1.0,0,2018-03-01,24,302.0253601074219,32,1684.5833740234375,STANDARD
261.6888122558594,-2.861131944971278e-14,R_A5,20,31,1.0,0,2018-04-28,1,261.6888122558594,1,1684.0118408203125,STANDARD
261.8970947265625,-2.958290012153135e-14,R_A5,20,31,1.0,0,2018-04-28,2,261.8970947265625,2,1686.213623046875,STANDARD
262.1053771972656,-3.431142766826059e-14,R_A5,20,31,1.0,0,2018-04-28,3,262.1053771972656,3,1688.415283203125,STANDARD
262.31365966796875,-4.181452344207033e-14,R_A5,20,31,1.0,0,2018-04-28,4,262.31365966796875,4,1690.616943359375,STANDARD
262.5219421386719,-3.7286373397475356e-14,R_A5,20,31,1.0,0,2018-04-28,5,262.5219421386719,5,1692.8187255859375,STANDARD
262.7302551269531,-3.370536881823656e-14,R_A5,20,31,1.0,0,2018-04-28,6,262.7302551269531,6,1695.0203857421875,STANDARD
263.2510986328125,-1.6516291372753455e-13,R_A5,20,31,1.0,0,2018-04-28,7,263.2510986328125,7,1697.22216796875,STANDARD
263.7109375,-1.3008330849127725e-13,R_A5,20,31,1.0,0,2018-04-28,8,263.7109375,8,1699.423828125,STANDARD
274.1926574707031,-3.9864209155915376e-11,R_A5,20,31,1.0,0,2018-04-28,9,274.1926574707031,11,1705.9022216796875,STANDARD
273.2950439453125,-2.368445066805447e-13,R_A5,21,31,1.0,0,2018-04-28,10,273.2950439453125,11,1703.31640625,STANDARD
273.4771728515625,-3.79771951733443e-13,R_A5,21,31,1.0,0,2018-04-28,11,273.4771728515625,12,1705.2320556640625,STANDARD
273.6769104003906,-1.8064778392243817e-14,R_A5,21,31,1.0,0,2018-04-28,12,273.6769104003906,13,1707.1478271484375,STANDARD
273.8712463378906,-1.9907586660422062e-14,R_A5,21,31,1.0,0,2018-04-28,13,273.8712463378906,14,1709.0634765625,STANDARD
274.0882873535156,-4.989605970962593e-15,R_A5,21,31,1.0,0,2018-04-28,14,274.0882873535156,15,1710.9791259765625,STANDARD
274.7304382324219,-1.0979796927681877e-15,R_A5,21,31,1.0,0,2018-04-28,15,274.7304382324219,16,1712.894775390625,STANDARD
275.7264099121094,-1.023849910323333e-15,R_A5,21,31,1.0,0,2018-04-28,16,275.7264099121094,17,1714.795654296875,STANDARD
276.5671691894531,-5.188578668953838e-16,R_A5,21,31,1.0,0,2018-04-28,17,276.5671691894531,18,1716.2740478515625,STANDARD
277.09130859375,0.0,R_A5,21,31,1.0,0,2018-04-28,18,277.09130859375,19,1717.012939453125,STANDARD
277.4320068359375,8.285086675700938e-17,R_A5,21,31,1.0,0,2018-04-28,19,277.4320068359375,28,1718.282470703125,STANDARD
277.7177429199219,5.924925321127886e-17,R_A5,21,31,1.0,0,2018-04-28,20,277.7177429199219,29,1720.4144287109375,STANDARD
278.2499084472656,5.562317133853221e-17,R_A5,21,31,1.0,0,2018-04-28,21,278.2499084472656,30,1722.5462646484375,STANDARD
290.83734130859375,7.276853100009741e-23,R_A5,21,31,1.0,0,2018-04-28,22,290.83734130859375,31,1724.6781005859375,STANDARD
300.5204162597656,1.765740654086391e-23,R_A5,21,31,1.0,0,2018-04-28,23,300.5204162597656,32,1726.8099365234375,STANDARD
272.4931335449219,0.0,R_A3,41,28,0.13725709915161133,0,2018-07-03,1,272.4931335449219,1,1604.6529541015625,STANDARD
272.6311950683594,0.0,R_A3,41,28,0.193837970495224,0,2018-07-03,2,272.6311950683594,2,1606.724853515625,STANDARD
272.7692565917969,0.0,R_A3,41,28,0.19157257676124573,0,2018-07-03,3,272.7692565917969,3,1608.7967529296875,STANDARD
272.89727783203125,0.0,R_A3,41,28,0.6562249660491943,0,2018-07-03,4,272.89727783203125,4,1610.86865234375,STANDARD
273.42047119140625,0.0,R_A3,41,28,0.803141176700592,0,2018-07-03,5,273.42047119140625,5,1612.940673828125,STANDARD
273.564208984375,0.0,R_A3,41,28,0.6502196788787842,0,2018-07-03,6,273.564208984375,6,1615.012451171875,STANDARD
273.3298645019531,0.0,R_A3,41,29,0.6497818231582642,0,2018-07-03,7,273.3298645019531,6,1610.6365966796875,STANDARD
273.4842834472656,0.0,R_A3,41,29,0.19835025072097778,0,2018-07-03,8,273.4842834472656,7,1612.525146484375,STANDARD
273.6101989746094,0.0,R_A3,41,29,0.2001507431268692,0,2018-07-03,9,273.6101989746094,8,1614.41357421875,STANDARD
273.7940368652344,0.0,R_A3,41,29,0.7966732978820801,0,2018-07-03,10,273.7940368652344,9,1616.302001953125,STANDARD
274.37554931640625,0.0,R_A3,41,29,0.8001207113265991,0,2018-07-03,11,274.37554931640625,10,1618.1904296875,STANDARD
289.89373779296875,0.0,R_A3,41,29,0.049180831760168076,0,2018-07-03,12,289.89373779296875,11,1620.3021240234375,STANDARD
290.0498962402344,0.0,R_A3,41,29,0.05330466851592064,0,2018-07-03,13,290.0498962402344,12,1622.636962890625,STANDARD
290.2066650390625,0.0,R_A3,41,29,0.37515148520469666,0,2018-07-03,14,290.2066650390625,13,1624.971923828125,STANDARD
290.501953125,0.0,R_A3,41,29,0.35598593950271606,0,2018-07-03,15,290.501953125,14,1627.3067626953125,STANDARD
290.686279296875,0.0,R_A3,41,29,0.6029123067855835,0,2018-07-03,16,290.686279296875,15,1629.6417236328125,STANDARD
290.86102294921875,0.0,R_A3,41,29,0.8136467933654785,0,2018-07-03,17,290.86102294921875,16,1631.7073974609375,STANDARD
289.2497253417969,0.0,R_A3,41,29,0.6490495800971985,0,2018-07-03,18,289.2497253417969,28,1634.6634521484375,STANDARD
289.39141845703125,0.0,R_A3,41,29,0.04845687001943588,0,2018-07-03,19,289.39141845703125,29,1638.42333984375,STANDARD
289.64190673828125,0.0,R_A3,41,29,0.05269985273480415,0,2018-07-03,20,289.64190673828125,30,1642.1834716796875,STANDARD
294.30389404296875,0.0,R_A3,41,29,0.7736035585403442,0,2018-07-03,21,294.30389404296875,31,1645.9434814453125,STANDARD
290.14398193359375,0.0,R_A3,41,29,0.06746535003185272,0,2018-07-03,22,290.14398193359375,32,1649.7034912109375,STANDARD
280.8584899902344,0.0,R_A4,52,30,0.05238029733300209,0,2018-09-12,1,280.8584899902344,1,1632.0474853515625,STANDARD
280.7606506347656,0.0,R_A4,52,31,0.05092213675379753,0,2018-09-12,2,280.7606506347656,1,1629.8009033203125,STANDARD
280.8934326171875,0.0,R_A4,52,31,0.0544465109705925,0,2018-09-12,3,280.8934326171875,2,1631.7913818359375,STANDARD
280.9901428222656,0.0,R_A4,52,32,0.05466414615511894,0,2018-09-12,4,280.9901428222656,2,1632.477783203125,STANDARD
281.11383056640625,0.0,R_A4,52,32,0.05622885376214981,0,2018-09-12,5,281.11383056640625,3,1634.33154296875,STANDARD
281.1407165527344,0.0,R_A4,51,32,0.05821903422474861,0,2018-09-12,6,281.1407165527344,3,1635.8427734375,STANDARD
281.3272705078125,0.0,R_A4,51,33,0.060764092952013016,0,2018-09-12,7,281.3272705078125,3,1638.190673828125,STANDARD
281.2037048339844,0.0,R_A4,51,33,0.05708356201648712,0,2018-09-12,8,281.2037048339844,2,1636.3394775390625,STANDARD
281.4789733886719,0.0,R_A4,50,33,0.06268128752708435,0,2018-09-12,9,281.4789733886719,3,1641.822265625,STANDARD
281.3351135253906,0.0,R_A4,50,34,0.061835844069719315,0,2018-09-12,10,281.3351135253906,3,1638.9605712890625,STANDARD
281.462890625,0.0,R_A4,50,34,0.0646715834736824,0,2018-09-12,11,281.462890625,4,1640.97216796875,STANDARD
281.6522216796875,0.0,R_A4,50,35,0.1828935444355011,0,2018-09-12,12,281.6522216796875,4,1643.151123046875,STANDARD
281.52655029296875,0.0,R_A4,50,35,0.1374267339706421,0,2018-09-12,13,281.52655029296875,3,1641.2664794921875,STANDARD
281.5920715332031,0.0,R_A4,49,35,0.1871451437473297,0,2018-09-12,14,281.5920715332031,3,1643.1824951171875,STANDARD
281.47418212890625,0.0,R_A4,49,35,0.23119807243347168,0,2018-09-12,15,281.47418212890625,2,1641.4130859375,STANDARD
281.356201171875,0.0,R_A4,49,35,0.11546975374221802,0,2018-09-12,16,281.356201171875,1,1639.6436767578125,STANDARD
278.98260498046875,0.0,R_A4,49,36,0.1254936009645462,0,2018-09-12,17,278.98260498046875,32,1645.1431884765625,STANDARD
278.17266845703125,0.0,R_A4,48,36,0.6516347527503967,0,2018-09-12,18,278.17266845703125,32,1643.1541748046875,STANDARD
279.2794189453125,0.0,R_A4,48,37,0.13862445950508118,0,2018-09-12,19,279.2794189453125,32,1651.638916015625,STANDARD
278.8725891113281,0.0,R_A4,48,37,0.6509199738502502,0,2018-09-12,20,278.8725891113281,31,1646.0269775390625,STANDARD
281.17431640625,-2.221509731725746e-08,R_A4,48,38,0.9999995231628418,0,2018-09-12,21,281.17431640625,31,1656.6143798828125,STANDARD
279.34661865234375,0.0,R_A4,48,38,0.2484504133462906,0,2018-09-12,22,279.34661865234375,30,1650.8546142578125,STANDARD
279.6495056152344,0.0,R_A4,47,38,0.3179650902748108,0,2018-09-12,23,279.6495056152344,30,1659.58984375,STANDARD
279.26202392578125,0.0,R_A4,47,38,0.6739931106567383,0,2018-09-12,24,279.26202392578125,29,1653.893798828125,STANDARD
272.8870544433594,2.5827997984155353e-14,R_A6,42,17,1.0,0,2018-11-07,1,272.8870544433594,1,1695.381591796875,STANDARD
273.0343933105469,1.3500145791577652e-14,R_A6,42,17,1.0,0,2018-11-07,2,273.0343933105469,2,1696.94482421875,STANDARD
273.17926025390625,1.135239295689365e-14,R_A6,42,17,1.0,0,2018-11-07,3,273.17926025390625,3,1698.508056640625,STANDARD
273.318603515625,7.614087583086154e-15,R_A6,42,17,1.0,0,2018-11-07,4,273.318603515625,4,1700.0712890625,STANDARD
273.4541015625,1.0254876273510256e-14,R_A6,42,17,1.0,0,2018-11-07,5,273.4541015625,5,1701.634521484375,STANDARD
