CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1609.7025146484375,303.60504150390625,0.03360575810074806,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.60504150390625
27,30,6,1612.90625,303.80364990234375,0.044863179326057434,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.80364990234375
27,30,7,1616.1678466796875,304.01171875,0.030817583203315735,0.0,3,0,2000-02-01,OP_1,MULTISEG,304.01171875
27,30,8,1619.4295654296875,304.21978759765625,0.026225274428725243,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.21978759765625
27,30,9,1622.691162109375,304.4278869628906,0.027370354160666466,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.4278869628906
27,30,10,1625.9527587890625,304.6359558105469,0.08058188110589981,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.6359558105469
20,13,6,1655.1246337890625,306.41265869140625,0.12926965951919556,0.0,1,0,2000-02-01,OP_2,MULTISEG,306.41265869140625
20,13,7,1657.4371337890625,306.56024169921875,0.052037253975868225,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.56024169921875
20,13,8,1659.74951171875,306.7078552246094,0.04635707661509514,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.7078552246094
20,13,9,1662.0621337890625,306.85546875,0.05371527373790741,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.85546875
20,13,10,1664.3746337890625,307.0029296875,0.22317329049110413,0.0,5,0,2000-02-01,OP_2,MULTISEG,307.0029296875
28,47,9,1657.9857177734375,306.68121337890625,0.13594737648963928,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.68121337890625
28,47,10,1660.936767578125,306.8695983886719,0.1049019992351532,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.8695983886719
28,47,11,1663.705322265625,307.04638671875,0.057878490537405014,0.0,3,0,2000-02-01,OP_3,MULTISEG,307.04638671875
28,47,12,1666.29150390625,307.21148681640625,0.05293026566505432,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.21148681640625
28,47,13,1668.8778076171875,307.3766174316406,0.047724686563014984,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.3766174316406
28,47,14,1671.4638671875,307.541748046875,0.06438159197568893,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.541748046875
14,38,2,1702.3302001953125,309.3116760253906,1.0,-1.4045818674812693e-10,1,0,2000-02-01,WI_1,MULTISEG,309.3116760253906
14,38,3,1704.8330078125,309.5443420410156,1.0,-4.35549582511463e-11,2,0,2000-02-01,WI_1,MULTISEG,309.5443420410156
14,38,4,1707.3355712890625,309.7770080566406,1.0,-3.581373392291809e-11,3,0,2000-02-01,WI_1,MULTISEG,309.7770080566406
14,38,5,1709.83837890625,310.00970458984375,1.0,-3.5282051585872054e-11,4,0,2000-02-01,WI_1,MULTISEG,310.00970458984375
28,20,7,1690.1187744140625,268.8274841308594,0.3199651539325714,0.0,1,0,2000-06-01,WI_2,MULTISEG,268.8274841308594
28,20,8,1693.4871826171875,269.0129089355469,0.25654876232147217,0.0,2,0,2000-06-01,WI_2,MULTISEG,269.0129089355469
28,20,9,1696.8553466796875,269.2250671386719,0.3308747112751007,0.0,3,0,2000-06-01,WI_2,MULTISEG,269.2250671386719
28,20,10,1700.2236328125,269.5400085449219,0.8063262104988098,0.0,4,0,2000-06-01,WI_2,MULTISEG,269.5400085449219
18,29,2,1650.220703125,281.24517822265625,0.037404730916023254,0.0,1,0,2001-01-01,OP_4,MULTISEG,281.24517822265625
18,29,3,1652.3555908203125,281.3804626464844,0.041364725679159164,0.0,2,0,2001-01-01,OP_4,MULTISEG,281.3804626464844
18,29,4,1654.4903564453125,281.5157165527344,0.04557441174983978,0.0,3,0,2001-01-01,OP_4,MULTISEG,281.5157165527344
18,29,5,1656.6251220703125,281.65093994140625,0.0421626903116703,0.0,4,0,2001-01-01,OP_4,MULTISEG,281.65093994140625
18,29,6,1659.1781005859375,258.20208740234375,0.23815445601940155,0.0,5,0,2001-01-01,OP_4,MULTISEG,258.20208740234375
18,29,11,1673.88037109375,259.1897888183594,0.12098679691553116,0.0,6,0,2001-01-01,OP_4,MULTISEG,259.1897888183594
18,29,12,1676.5462646484375,259.3587646484375,0.08146502822637558,0.0,7,0,2001-01-01,OP_4,MULTISEG,259.3587646484375
18,29,13,1679.2119140625,259.5267028808594,0.08344579488039017,0.0,8,0,2001-01-01,OP_4,MULTISEG,259.5267028808594
18,29,14,1681.8778076171875,259.694580078125,0.10629789531230927,0.0,9,0,2001-01-01,OP_4,MULTISEG,259.694580078125
24,37,1,1612.3621826171875,258.83099365234375,0.1057785302400589,0.0,1,0,2001-01-01,OP_5,MULTISEG,258.83099365234375
24,37,2,1615.9342041015625,259.05560302734375,0.04639318957924843,0.0,2,0,2001-01-01,OP_5,MULTISEG,259.05560302734375
24,37,3,1619.5062255859375,259.2804260253906,0.040624480694532394,0.0,3,0,2001-01-01,OP_5,MULTISEG,259.2804260253906
24,37,4,1623.078369140625,259.5052795410156,0.06892034411430359,0.0,4,0,2001-01-01,OP_5,MULTISEG,259.5052795410156
24,37,5,1626.6505126953125,259.7298889160156,0.05707055330276489,0.0,5,0,2001-01-01,OP_5,MULTISEG,259.7298889160156
25,37,11,1632.03271484375,255.18988037109375,0.034779272973537445,0.0,6,0,2001-01-01,OP_5,MULTISEG,255.18988037109375
25,37,12,1634.84375,255.36668395996094,0.03953976184129715,0.0,7,0,2001-01-01,OP_5,MULTISEG,255.36668395996094
25,37,13,1637.65478515625,255.54354858398438,0.0363091379404068,0.0,8,0,2001-01-01,OP_5,MULTISEG,255.54354858398438
25,37,14,1640.4656982421875,255.72042846679688,0.04131605476140976,0.0,9,0,2001-01-01,OP_5,MULTISEG,255.72042846679688
17,10,6,1708.2735595703125,257.7275695800781,0.8011094331741333,0.0,1,0,2001-03-01,WI_3,MULTISEG,257.7275695800781
17,10,7,1710.51904296875,257.8482666015625,0.8346577286720276,0.0,2,0,2001-03-01,WI_3,MULTISEG,257.8482666015625
17,10,8,1712.764404296875,257.98992919921875,0.8932176828384399,0.0,3,0,2001-03-01,WI_3,MULTISEG,257.98992919921875
16,10,8,1724.819091796875,260.19085693359375,1.0,2.7111119339090495e-12,4,0,2001-03-01,WI_3,MULTISEG,260.19085693359375
