CONBPRES,CONIDX,CONIPOS,CONJPOS,CONKPOS,DATE,DEPTH,Drawdown,PRESSURE,SGAS,SWAT,WELL,WELLMODEL
303.735107421875,1,27,30,5,2000-02-01,1610.447998046875,0,303.735107421875,0.0,0.034838877618312836,OP_1,MULTISEG
303.9145202636719,2,27,30,6,2000-02-01,1613.2606201171875,0,303.9145202636719,0.0,0.02692675031721592,OP_1,MULTISEG
304.0981750488281,3,27,30,7,2000-02-01,1616.1395263671875,0,304.0981750488281,0.0,0.027905462309718132,OP_1,MULTISEG
304.2818603515625,4,27,30,8,2000-02-01,1619.0185546875,0,304.2818603515625,0.0,0.026729216799139977,OP_1,MULTISEG
304.4655456542969,5,27,30,9,2000-02-01,1621.8974609375,0,304.4655456542969,0.0,0.03007711097598076,OP_1,MULTISEG
304.64923095703125,6,27,30,10,2000-02-01,1624.776611328125,0,304.64923095703125,0.0,0.030203428119421005,OP_1,MULTISEG
305.9476623535156,1,20,13,6,2000-02-01,1652.7034912109375,0,305.9476623535156,0.0,0.10556896775960922,OP_2,MULTISEG
306.1194763183594,2,20,13,7,2000-02-01,1655.37353515625,0,306.1194763183594,0.0,0.0418974943459034,OP_2,MULTISEG
306.2898254394531,3,20,13,8,2000-02-01,1658.043212890625,0,306.2898254394531,0.0,0.04411306977272034,OP_2,MULTISEG
306.4601745605469,4,20,13,9,2000-02-01,1660.7130126953125,0,306.4601745605469,0.0,0.04400937631726265,OP_2,MULTISEG
306.62841796875,5,20,13,10,2000-02-01,1663.383056640625,0,306.62841796875,0.0,0.15776941180229187,OP_2,MULTISEG
306.6289367675781,1,28,47,8,2000-02-01,1655.905517578125,0,306.6289367675781,0.0,0.11247596889734268,OP_3,MULTISEG
306.8216552734375,2,28,47,9,2000-02-01,1658.922119140625,0,306.8216552734375,0.0,0.10408421605825424,OP_3,MULTISEG
307.0142517089844,3,28,47,10,2000-02-01,1661.938720703125,0,307.0142517089844,0.0,0.09322305768728256,OP_3,MULTISEG
307.20391845703125,4,28,47,11,2000-02-01,1664.9091796875,0,307.20391845703125,0.0,0.05219002813100815,OP_3,MULTISEG
307.3906555175781,5,28,47,12,2000-02-01,1667.83349609375,0,307.3906555175781,0.0,0.054234061390161514,OP_3,MULTISEG
307.577392578125,6,28,47,13,2000-02-01,1670.758056640625,0,307.577392578125,0.0,0.04582521691918373,OP_3,MULTISEG
307.7641296386719,7,28,47,14,2000-02-01,1673.682373046875,0,307.7641296386719,0.0,0.08093591034412384,OP_3,MULTISEG
309.57965087890625,1,14,38,2,2000-02-01,1702.4749755859375,0,309.57965087890625,0.0,0.9999982714653015,WI_1,MULTISEG
309.8221130371094,2,14,38,3,2000-02-01,1705.0369873046875,0,309.8221130371094,0.0,0.9999988079071045,WI_1,MULTISEG
310.0628356933594,3,14,38,4,2000-02-01,1707.598876953125,0,310.0628356933594,-1.0792825833050301e-07,0.9999995231628418,WI_1,MULTISEG
310.3025207519531,4,14,38,5,2000-02-01,1710.1607666015625,0,310.3025207519531,0.0,0.9999991655349731,WI_1,MULTISEG
278.5353088378906,1,28,20,7,2000-06-01,1692.2568359375,0,278.5353088378906,0.0,0.5905488729476929,WI_2,MULTISEG
278.67535400390625,2,28,20,8,2000-06-01,1695.3433837890625,0,278.67535400390625,0.0,0.20296044647693634,WI_2,MULTISEG
278.8702087402344,3,28,20,9,2000-06-01,1698.429931640625,0,278.8702087402344,0.0,0.3407079875469208,WI_2,MULTISEG
276.947021484375,1,18,29,2,2001-01-01,1651.4876708984375,0,276.947021484375,0.0,0.035212453454732895,OP_4,MULTISEG
277.0939025878906,2,18,29,3,2001-01-01,1653.8076171875,0,277.0939025878906,0.0,0.043094221502542496,OP_4,MULTISEG
277.2406311035156,3,18,29,4,2001-01-01,1656.1278076171875,0,277.2406311035156,0.0,0.06560570746660233,OP_4,MULTISEG
277.3874206542969,4,18,29,5,2001-01-01,1658.4482421875,0,277.3874206542969,0.0,0.06913533061742783,OP_4,MULTISEG
277.55438232421875,5,18,29,6,2001-01-01,1660.920166015625,0,277.55438232421875,0.0,0.4758847653865814,OP_4,MULTISEG
278.2580871582031,6,18,29,10,2001-01-01,1671.4146728515625,0,278.2580871582031,0.0,0.4258972406387329,OP_4,MULTISEG
278.422607421875,7,18,29,11,2001-01-01,1674.0118408203125,0,278.422607421875,0.0,0.0520823709666729,OP_4,MULTISEG
278.58538818359375,8,18,29,12,2001-01-01,1676.5826416015625,0,278.58538818359375,0.0,0.060326188802719116,OP_4,MULTISEG
278.74822998046875,9,18,29,13,2001-01-01,1679.1534423828125,0,278.74822998046875,0.0,0.07121787965297699,OP_4,MULTISEG
278.9111022949219,10,18,29,14,2001-01-01,1681.72412109375,0,278.9111022949219,0.0,0.09623756259679794,OP_4,MULTISEG
273.51727294921875,1,24,37,1,2001-01-01,1613.484375,0,273.51727294921875,0.0,0.03451170027256012,OP_5,MULTISEG
273.7301025390625,2,24,37,2,2001-01-01,1616.8458251953125,0,273.7301025390625,0.0,0.036915283650159836,OP_5,MULTISEG
273.9433288574219,3,24,37,3,2001-01-01,1620.20751953125,0,273.9433288574219,0.0,0.054615411907434464,OP_5,MULTISEG
274.1564636230469,4,24,37,4,2001-01-01,1623.569091796875,0,274.1564636230469,0.0,0.049505263566970825,OP_5,MULTISEG
274.36920166015625,5,24,37,5,2001-01-01,1626.9306640625,0,274.36920166015625,0.0,0.055341046303510666,OP_5,MULTISEG
274.7414245605469,6,25,37,11,2001-01-01,1633.5638427734375,0,274.7414245605469,0.0,0.04123443737626076,OP_5,MULTISEG
274.9435119628906,7,25,37,12,2001-01-01,1636.7567138671875,0,274.9435119628906,0.0,0.03688511997461319,OP_5,MULTISEG
275.1455383300781,8,25,37,13,2001-01-01,1639.9495849609375,0,275.1455383300781,0.0,0.03576606512069702,OP_5,MULTISEG
275.3475036621094,9,25,37,14,2001-01-01,1643.142578125,0,275.3475036621094,0.0,0.04056655615568161,OP_5,MULTISEG
271.53363037109375,1,17,10,6,2001-03-01,1705.75537109375,0,271.53363037109375,0.0,0.7762201428413391,WI_3,MULTISEG
272.8630065917969,2,16,10,6,2001-03-01,1719.2579345703125,0,272.8630065917969,0.0,0.999991238117218,WI_3,MULTISEG
273.1408386230469,3,16,10,7,2001-03-01,1721.563232421875,0,273.1408386230469,2.6137620068311662e-08,1.000000238418579,WI_3,MULTISEG
273.3057861328125,4,16,10,8,2001-03-01,1723.8685302734375,0,273.3057861328125,5.6064905606945104e-08,1.0000004768371582,WI_3,MULTISEG
273.5282287597656,5,16,10,9,2001-03-01,1726.1739501953125,0,273.5282287597656,3.5988279023513314e-08,1.0000003576278687,WI_3,MULTISEG
273.81597900390625,6,16,10,10,2001-03-01,1728.479248046875,0,273.81597900390625,8.4933581945279e-08,1.0000007152557373,WI_3,MULTISEG
