ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5355067,853230,462543,322554,45415620,0,0,0,0,0
Valysar,CentralSouth,68786387,12616634,9415366,6565806,924465507,0,0,0,0,0
Valysar,CentralNorth,38734150,6356481,4689916,3270514,460488333,0,0,0,0,0
Valysar,NorthHorst,3773104,554220,254061,156057,30571584,24066083,3193833,2080886,483927083,74041
Valysar,CentralRamp,13464860,2062973,1440338,1004420,141422336,0,0,0,0,0
Valysar,CentralHorst,86194979,13780104,10587250,7383020,1039529193,0,0,0,0,0
Valysar,EastLowland,2138418,319063,188098,131170,18468755,0,0,0,0,0
Therys,WestLowland,2515146,450988,220716,153916,21671415,0,0,0,0,0
Therys,CentralSouth,15129127,3846117,2377278,1657795,233417509,0,0,0,0,0
Therys,CentralNorth,21891957,4060757,2348738,1637893,230615298,0,0,0,0,0
Therys,NorthHorst,5081763,663304,250406,153812,30131800,17749552,2858836,1844661,428990867,65636
Therys,CentralRamp,6587419,1570570,1259704,878454,123686383,0,0,0,0,0
Therys,CentralHorst,30769985,7494733,5838836,4071713,573297184,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,315821,47447,18684,13029,1834505,0,0,0,0,0
Volon,CentralSouth,32937701,5953792,4172661,2909806,409700631,0,0,0,0,0
Volon,CentralNorth,7130712,962075,487464,339933,47862541,0,0,0,0,0
Volon,NorthHorst,3724215,691990,491711,302034,59168423,3835589,705899,591380,137530329,21042
Volon,CentralRamp,12417637,2369582,1871352,1304987,183742222,0,0,0,0,0
Volon,CentralHorst,83182034,14984802,11862345,8272207,1164726824,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
