Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:20:39
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       283609889.61         46584563.62         34498448.03         21697136.79
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  283609889.61         46584563.62         34498448.03         21697136.79
MidReek    1                       248704525.68         45882379.78         36270588.33         22811690.42
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  248704525.68         45882379.78         36270588.33         22811690.42
LowerReek  1                       120350002.72         24785749.99         20009497.37         12584589.33
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  120350002.72         24785749.99         20009497.37         12584589.33
Totals     1                       652664418.01        117252693.40         90778533.73         57093416.54
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  652664418.01        117252693.40         90778533.73         57093416.54
