FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,350042.0,0.0,350042.0,85507904.0,0.0,49292880.0,49292880.0,88924674.0,502088.0,88422586.0,0.0,502088.0,WestLowland,Valysar
2,6538826.0,0.0,6538826.0,13003227.0,0.0,920797471.0,920797471.0,22822175.0,9374508.0,13447667.0,0.0,9374508.0,CentralSouth,Valysar
3,2954258.0,0.0,2954258.0,13851162.0,0.0,416018578.0,416018578.0,18558731.0,4235400.0,14323331.0,0.0,4235400.0,CentralNorth,Valysar
4,128112.0,72066.0,200177.0,4240709.0,469678165.0,25100900.0,494779066.0,6615610.0,208604.0,4386090.0,2020916.0,2229520.0,NorthHorst,Valysar
5,1059345.0,0.0,1059345.0,661078.0,0.0,149176946.0,149176946.0,2203462.0,1519601.0,683861.0,0.0,1519601.0,CentralRamp,Valysar
6,6586817.0,0.0,6586817.0,6924694.0,-0.0,927555635.0,927555635.0,16612182.0,9449855.0,7162327.0,0.0,9449855.0,CentralHorst,Valysar
7,79335.0,0.0,79335.0,38546954.0,0.0,11171948.0,11171948.0,39960823.0,113755.0,39847068.0,0.0,113755.0,EastLowland,Valysar
8,158002.0,0.0,158002.0,111001443.0,0.0,22249837.0,22249837.0,115008260.0,226601.0,114781659.0,0.0,226601.0,WestLowland,Therys
9,1842535.0,0.0,1842535.0,3871501.0,0.0,259465714.0,259465714.0,6645124.0,2641171.0,4003953.0,0.0,2641171.0,CentralSouth,Therys
10,1374108.0,0.0,1374108.0,11923736.0,-0.0,193501921.0,193501921.0,14299595.0,1969702.0,12329892.0,0.0,1969702.0,CentralNorth,Therys
11,89980.0,62828.0,152808.0,4217663.0,407499151.0,17629715.0,425128866.0,6260522.0,146512.0,4362048.0,1751962.0,1898474.0,NorthHorst,Therys
12,843518.0,0.0,843518.0,305471.0,0.0,118784229.0,118784229.0,1525676.0,1209695.0,315981.0,0.0,1209695.0,CentralRamp,Therys
13,3763082.0,0.0,3763082.0,4503480.0,-0.0,529917233.0,529917233.0,10055289.0,5397714.0,4657575.0,0.0,5397714.0,CentralHorst,Therys
14,0.0,0.0,0.0,16846495.0,0.0,0.0,0.0,17411818.0,0.0,17411818.0,0.0,0.0,EastLowland,Therys
15,32355.0,0.0,32355.0,82223747.0,-0.0,4556282.0,4556282.0,85062442.0,46396.0,85016046.0,0.0,46396.0,WestLowland,Volon
16,3749799.0,0.0,3749799.0,34992789.0,0.0,528046729.0,528046729.0,41559993.0,5374814.0,36185179.0,0.0,5374814.0,CentralSouth,Volon
17,154947.0,0.0,154947.0,6231564.0,0.0,21819669.0,21819669.0,6665737.0,222090.0,6443647.0,0.0,222090.0,CentralNorth,Volon
18,256386.0,17478.0,273864.0,1726742.0,112933982.0,50233704.0,163167686.0,2688476.0,417477.0,1785770.0,485229.0,902706.0,NorthHorst,Volon
19,1432620.0,0.0,1432620.0,609062.0,-0.0,201741482.0,201741482.0,2683849.0,2053883.0,629966.0,0.0,2053883.0,CentralRamp,Volon
20,7728009.0,0.0,7728009.0,8034069.0,0.0,1088258242.0,1088258242.0,19391894.0,11082862.0,8309033.0,0.0,11082862.0,CentralHorst,Volon
21,0.0,0.0,0.0,33201279.0,0.0,0.0,0.0,34322321.0,0.0,34322321.0,0.0,0.0,EastLowland,Volon
