ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,6765233,1018992,504248,351638,49510590,0,0,0,0,0
Valysar,CentralSouth,71891418,12635433,9377943,6539709,920791060,0,0,0,0,0
Valysar,CentralNorth,40531843,6213703,4298000,2997211,422007272,0,0,0,0,0
Valysar,NorthHorst,3222632,496293,217010,133298,26113150,25593162,3454043,2110930,490913975,75110
Valysar,CentralRamp,14200464,2201043,1565020,1091367,153664453,0,0,0,0,0
Valysar,CentralHorst,85266375,13063854,9643657,6725005,946880697,0,0,0,0,0
Valysar,EastLowland,1651001,287795,111990,78096,10995982,0,0,0,0,0
Therys,WestLowland,2689124,445037,214046,149265,21016464,0,0,0,0,0
Therys,CentralSouth,16548573,3817386,2608052,1818725,256076501,0,0,0,0,0
Therys,CentralNorth,16317731,3322445,1935039,1349400,189995494,0,0,0,0,0
Therys,NorthHorst,4035333,543839,170061,104460,20463747,18228134,2843847,1750583,407112297,62288
Therys,CentralRamp,6562618,1523917,1210020,843808,118808104,0,0,0,0,0
Therys,CentralHorst,28008812,6992833,5402279,3767280,530433008,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,513837,79658,43605,30408,4281433,0,0,0,0,0
Volon,CentralSouth,41482693,7623856,5362517,3739552,526528869,0,0,0,0,0
Volon,CentralNorth,4864182,563902,237469,165599,23316381,0,0,0,0,0
Volon,NorthHorst,3653221,640240,426920,262236,51372036,4385031,697926,504081,117228063,17936
Volon,CentralRamp,13582993,2588207,2088495,1456412,205062845,0,0,0,0,0
Volon,CentralHorst,82162500,14346016,11382213,7937387,1117584136,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
