CONJPOS,CONIDX,SWAT,DRAWDOWN,PRESSURE,CONKPOS,CONIPOS,SGAS,CONBPRES,DATE,WELLMODEL,WELL,DEPTH
21,16,1.0,0,306.8935546875,18,31,0.0,306.8935546875,2018-01-01,STANDARD,R_A5,1715.546875
21,17,1.0,0,306.9184265136719,26,31,0.0,306.9184265136719,2018-01-01,STANDARD,R_A5,1717.4669189453125
21,18,1.0,0,307.1308288574219,27,31,0.0,307.1308288574219,2018-01-01,STANDARD,R_A5,1719.7080078125
21,19,1.0,0,307.6490173339844,28,31,0.0,307.6490173339844,2018-01-01,STANDARD,R_A5,1721.9490966796875
21,20,1.0,0,307.8614196777344,29,31,0.0,307.8614196777344,2018-01-01,STANDARD,R_A5,1724.190185546875
21,21,1.0,0,308.0738220214844,30,31,0.0,308.0738220214844,2018-01-01,STANDARD,R_A5,1726.43115234375
42,1,1.0,0,305.176513671875,1,17,0.0,305.176513671875,2018-01-01,STANDARD,R_A6,1695.860107421875
42,2,1.0,0,305.3238220214844,2,17,0.0,305.3238220214844,2018-01-01,STANDARD,R_A6,1697.41455078125
42,3,1.0,0,305.4711608886719,3,17,0.0,305.4711608886719,2018-01-01,STANDARD,R_A6,1698.96923828125
42,4,1.0,0,305.61846923828125,4,17,0.0,305.61846923828125,2018-01-01,STANDARD,R_A6,1700.5238037109375
42,5,1.0,0,305.76580810546875,5,17,0.0,305.76580810546875,2018-01-01,STANDARD,R_A6,1702.078369140625
42,6,1.0,0,305.91314697265625,6,17,0.0,305.91314697265625,2018-01-01,STANDARD,R_A6,1703.633056640625
42,7,1.0,0,305.76141357421875,7,17,0.0,305.76141357421875,2018-01-01,STANDARD,R_A6,1705.1876220703125
42,8,1.0,0,306.2077941894531,8,17,0.0,306.2077941894531,2018-01-01,STANDARD,R_A6,1706.7421875
42,9,1.0,0,306.3551330566406,9,17,0.0,306.3551330566406,2018-01-01,STANDARD,R_A6,1708.2967529296875
42,10,1.0,0,306.1966552734375,10,17,0.0,306.1966552734375,2018-01-01,STANDARD,R_A6,1709.851318359375
42,11,1.0,0,306.3755798339844,11,17,0.0,306.3755798339844,2018-01-01,STANDARD,R_A6,1711.7379150390625
42,12,1.0,0,306.5858459472656,12,17,0.0,306.5858459472656,2018-01-01,STANDARD,R_A6,1713.95654296875
42,13,1.0,0,306.8080749511719,13,17,0.0,306.8080749511719,2018-01-01,STANDARD,R_A6,1716.1751708984375
42,14,1.0,0,307.0183410644531,14,17,0.0,307.0183410644531,2018-01-01,STANDARD,R_A6,1718.393798828125
42,15,1.0,0,307.2286376953125,15,17,0.0,307.2286376953125,2018-01-01,STANDARD,R_A6,1720.612548828125
42,16,1.0,0,307.58392333984375,16,17,0.0,307.58392333984375,2018-01-01,STANDARD,R_A6,1722.8311767578125
42,17,1.0,0,307.794189453125,17,17,0.0,307.794189453125,2018-01-01,STANDARD,R_A6,1725.0498046875
42,18,1.0,0,307.9706115722656,18,17,0.0,307.9706115722656,2018-01-01,STANDARD,R_A6,1726.9110107421875
42,19,1.0,0,307.9667663574219,26,17,0.0,307.9667663574219,2018-01-01,STANDARD,R_A6,1728.528076171875
42,20,1.0,0,308.1307373046875,27,17,0.0,308.1307373046875,2018-01-01,STANDARD,R_A6,1730.2581787109375
42,21,1.0,0,308.2947082519531,28,17,0.0,308.2947082519531,2018-01-01,STANDARD,R_A6,1731.98828125
42,22,1.0,0,308.76446533203125,29,17,0.0,308.76446533203125,2018-01-01,STANDARD,R_A6,1733.71826171875
42,23,1.0,0,308.6226806640625,30,17,0.0,308.6226806640625,2018-01-01,STANDARD,R_A6,1735.448486328125
30,1,0.05727110058069229,0,296.35980224609375,1,22,0.0,296.35980224609375,2018-03-01,STANDARD,R_A2,1641.591552734375
30,2,0.05991667881608009,0,296.4712829589844,2,22,0.0,296.4712829589844,2018-03-01,STANDARD,R_A2,1643.255859375
30,3,0.06232792139053345,0,296.5827331542969,3,22,0.0,296.5827331542969,2018-03-01,STANDARD,R_A2,1644.92041015625
30,4,0.06787660717964172,0,296.6942443847656,4,22,0.0,296.6942443847656,2018-03-01,STANDARD,R_A2,1646.5848388671875
30,5,0.07156748324632645,0,296.8056945800781,5,22,0.0,296.8056945800781,2018-03-01,STANDARD,R_A2,1648.249267578125
30,6,0.24107171595096588,0,296.91717529296875,6,22,0.0,296.91717529296875,2018-03-01,STANDARD,R_A2,1649.91357421875
30,7,0.8970108032226562,0,297.0397033691406,7,22,0.0,297.0397033691406,2018-03-01,STANDARD,R_A2,1651.5780029296875
30,8,0.8671013116836548,0,297.16021728515625,8,22,0.0,297.16021728515625,2018-03-01,STANDARD,R_A2,1653.2425537109375
30,9,0.8929616212844849,0,297.2799072265625,9,22,0.0,297.2799072265625,2018-03-01,STANDARD,R_A2,1654.906982421875
30,10,0.9092182517051697,0,297.6558837890625,10,22,0.0,297.6558837890625,2018-03-01,STANDARD,R_A2,1656.5714111328125
30,11,0.078053779900074,0,298.686279296875,11,22,0.0,298.686279296875,2018-03-01,STANDARD,R_A2,1658.34716796875
30,12,0.07805593311786652,0,298.812744140625,12,22,0.0,298.812744140625,2018-03-01,STANDARD,R_A2,1660.2342529296875
30,13,0.45047256350517273,0,298.93988037109375,13,22,0.0,298.93988037109375,2018-03-01,STANDARD,R_A2,1662.121337890625
30,14,0.5065581202507019,0,299.0679016113281,14,22,0.0,299.0679016113281,2018-03-01,STANDARD,R_A2,1664.008544921875
30,15,0.9368487596511841,0,299.1968078613281,15,22,0.0,299.1968078613281,2018-03-01,STANDARD,R_A2,1665.8956298828125
30,16,0.9654048681259155,0,299.324462890625,16,22,0.0,299.324462890625,2018-03-01,STANDARD,R_A2,1667.78271484375
29,17,0.9999994039535522,0,300.0608215332031,17,22,-5.239398603862355e-08,300.0608215332031,2018-03-01,STANDARD,R_A2,1678.6669921875
29,18,0.9999997615814209,0,300.22320556640625,18,22,-2.3889251465902817e-08,300.22320556640625,2018-03-01,STANDARD,R_A2,1680.392822265625
29,19,0.9998568296432495,0,300.0491943359375,26,22,0.0,300.0491943359375,2018-03-01,STANDARD,R_A2,1681.9052734375
29,20,1.0,0,301.6448059082031,27,22,-6.6019256034222096e-12,301.6448059082031,2018-03-01,STANDARD,R_A2,1683.55810546875
29,21,1.0,0,303.03118896484375,28,22,-4.902009787671746e-13,303.03118896484375,2018-03-01,STANDARD,R_A2,1685.2109375
29,22,1.0,0,303.7737731933594,29,22,-5.928006837577909e-14,303.7737731933594,2018-03-01,STANDARD,R_A2,1686.8636474609375
29,23,1.0,0,304.1608581542969,30,22,-1.4322315780731197e-14,304.1608581542969,2018-03-01,STANDARD,R_A2,1688.5164794921875
20,1,1.0,0,279.2601013183594,1,31,-9.713565021773896e-12,279.2601013183594,2018-04-28,STANDARD,R_A5,1684.427001953125
20,2,1.0,0,279.4717102050781,2,31,-8.51933454337761e-12,279.4717102050781,2018-04-28,STANDARD,R_A5,1686.6614990234375
20,3,1.0,0,279.682861328125,3,31,-8.86323132942568e-12,279.682861328125,2018-04-28,STANDARD,R_A5,1688.8961181640625
20,4,1.0,0,279.8935852050781,4,31,-8.654157251930528e-12,279.8935852050781,2018-04-28,STANDARD,R_A5,1691.130615234375
20,5,1.0,0,280.1051025390625,5,31,-8.339805408763556e-12,280.1051025390625,2018-04-28,STANDARD,R_A5,1693.365234375
20,6,1.0,0,280.3172302246094,6,31,-7.770329518708152e-12,280.3172302246094,2018-04-28,STANDARD,R_A5,1695.5997314453125
20,7,1.0,0,280.8976135253906,7,31,-6.257661218627558e-14,280.8976135253906,2018-04-28,STANDARD,R_A5,1697.8343505859375
21,8,1.0,0,279.9767150878906,7,31,-1.5584807207778828e-13,279.9767150878906,2018-04-28,STANDARD,R_A5,1693.4012451171875
21,9,1.0,0,280.1789855957031,11,31,-1.6720277939974437e-11,280.1789855957031,2018-04-28,STANDARD,R_A5,1702.5250244140625
21,10,1.0,0,280.4613952636719,12,31,-1.746536942848209e-11,280.4613952636719,2018-04-28,STANDARD,R_A5,1704.43701171875
21,11,1.0,0,280.6551818847656,13,31,-1.0366132865285982e-12,280.6551818847656,2018-04-28,STANDARD,R_A5,1706.348876953125
21,12,1.0,0,280.8372802734375,14,31,-1.6141699522159714e-12,280.8372802734375,2018-04-28,STANDARD,R_A5,1708.2608642578125
21,13,1.0,0,281.0199279785156,15,31,-2.9552947003637364e-13,281.0199279785156,2018-04-28,STANDARD,R_A5,1710.1728515625
21,14,1.0,0,281.3523254394531,16,31,-3.5037259009905453e-13,281.3523254394531,2018-04-28,STANDARD,R_A5,1712.0848388671875
21,15,1.0,0,281.53778076171875,17,31,-9.670150964702362e-14,281.53778076171875,2018-04-28,STANDARD,R_A5,1713.98193359375
21,16,1.0,0,281.68865966796875,18,31,-1.5960202723232925e-13,281.68865966796875,2018-04-28,STANDARD,R_A5,1715.546875
21,17,1.0,0,283.8343505859375,26,31,-8.848570313968462e-12,283.8343505859375,2018-04-28,STANDARD,R_A5,1717.4669189453125
21,18,1.0,0,284.0876770019531,27,31,-1.0820400998812207e-11,284.0876770019531,2018-04-28,STANDARD,R_A5,1719.7080078125
21,19,1.0,0,285.3896179199219,28,31,-6.038385503420729e-12,285.3896179199219,2018-04-28,STANDARD,R_A5,1721.9490966796875
21,20,1.0,0,291.7353210449219,29,31,-1.3521344928517394e-17,291.7353210449219,2018-04-28,STANDARD,R_A5,1724.190185546875
21,21,1.0,0,286.7248840332031,30,31,-2.3990704830214742e-18,286.7248840332031,2018-04-28,STANDARD,R_A5,1726.43115234375
41,1,0.6500981450080872,0,283.4834289550781,1,28,0.0,283.4834289550781,2018-07-03,STANDARD,R_A3,1610.462158203125
41,2,0.2012820541858673,0,283.6347351074219,2,28,0.0,283.6347351074219,2018-07-03,STANDARD,R_A3,1612.435791015625
41,3,0.2053980678319931,0,283.7667236328125,3,28,0.0,283.7667236328125,2018-07-03,STANDARD,R_A3,1614.409423828125
41,4,0.1896662563085556,0,282.79986572265625,3,29,0.0,282.79986572265625,2018-07-03,STANDARD,R_A3,1602.9893798828125
41,5,0.3781076669692993,0,282.9869689941406,4,29,0.0,282.9869689941406,2018-07-03,STANDARD,R_A3,1605.0767822265625
41,6,0.7993221282958984,0,283.88092041015625,5,29,0.0,283.88092041015625,2018-07-03,STANDARD,R_A3,1607.1641845703125
41,7,0.6491304039955139,0,284.0950927734375,6,29,0.0,284.0950927734375,2018-07-03,STANDARD,R_A3,1609.2515869140625
41,8,0.1989607810974121,0,284.2690734863281,7,29,0.0,284.2690734863281,2018-07-03,STANDARD,R_A3,1611.3389892578125
41,9,0.1997302621603012,0,284.4089660644531,8,29,0.0,284.4089660644531,2018-07-03,STANDARD,R_A3,1613.4263916015625
41,10,0.803317666053772,0,284.6597900390625,9,29,0.0,284.6597900390625,2018-07-03,STANDARD,R_A3,1615.5137939453125
41,11,0.8027495741844177,0,285.677978515625,10,29,0.0,285.677978515625,2018-07-03,STANDARD,R_A3,1617.601318359375
41,12,0.05064824968576431,0,285.5584716796875,11,29,0.0,285.5584716796875,2018-07-03,STANDARD,R_A3,1619.724853515625
41,13,0.05402825027704239,0,285.7027587890625,12,29,0.0,285.7027587890625,2018-07-03,STANDARD,R_A3,1621.884521484375
41,14,0.20223164558410645,0,285.8473815917969,13,29,0.0,285.8473815917969,2018-07-03,STANDARD,R_A3,1624.044189453125
41,15,0.3936443626880646,0,286.3651123046875,14,29,0.0,286.3651123046875,2018-07-03,STANDARD,R_A3,1626.203857421875
41,16,0.358426034450531,0,286.46197509765625,15,29,0.0,286.46197509765625,2018-07-03,STANDARD,R_A3,1628.363525390625
41,17,0.8022239804267883,0,286.76068115234375,16,29,0.0,286.76068115234375,2018-07-03,STANDARD,R_A3,1630.4595947265625
41,18,0.7973544597625732,0,286.8448791503906,17,29,0.0,286.8448791503906,2018-07-03,STANDARD,R_A3,1631.6881103515625
41,19,1.0,0,290.13250732421875,26,29,-1.831750306990898e-09,290.13250732421875,2018-07-03,STANDARD,R_A3,1633.758544921875
41,20,0.04457032307982445,0,286.6170349121094,27,29,0.0,286.6170349121094,2018-07-03,STANDARD,R_A3,1637.474853515625
41,21,0.052521683275699615,0,286.8653259277344,28,29,0.0,286.8653259277344,2018-07-03,STANDARD,R_A3,1641.1912841796875
41,22,0.9999998807907104,0,289.8548583984375,29,29,-8.490684599848919e-09,289.8548583984375,2018-07-03,STANDARD,R_A3,1644.90771484375
41,23,0.10379201918840408,0,287.370361328125,30,29,0.0,287.370361328125,2018-07-03,STANDARD,R_A3,1648.6241455078125
52,1,0.05221080034971237,0,276.24493408203125,1,30,0.0,276.24493408203125,2018-09-12,STANDARD,R_A4,1629.1259765625
52,2,0.05024076998233795,0,276.3017272949219,1,31,0.0,276.3017272949219,2018-09-12,STANDARD,R_A4,1628.5377197265625
52,3,0.0543806254863739,0,276.4381408691406,2,31,0.0,276.4381408691406,2018-09-12,STANDARD,R_A4,1630.5859375
52,4,0.0557304285466671,0,276.5746154785156,3,31,0.0,276.5746154785156,2018-09-12,STANDARD,R_A4,1632.6341552734375
52,5,0.055761322379112244,0,276.612548828125,3,32,0.0,276.612548828125,2018-09-12,STANDARD,R_A4,1632.1279296875
52,6,0.07471290230751038,0,276.73895263671875,4,32,0.0,276.73895263671875,2018-09-12,STANDARD,R_A4,1634.02392578125
51,7,0.1394597887992859,0,276.66851806640625,4,32,0.0,276.66851806640625,2018-09-12,STANDARD,R_A4,1636.2947998046875
51,8,0.05573301762342453,0,276.54705810546875,3,32,0.0,276.54705810546875,2018-09-12,STANDARD,R_A4,1634.47607421875
51,9,0.0594509057700634,0,276.7288513183594,3,33,0.0,276.7288513183594,2018-09-12,STANDARD,R_A4,1636.1707763671875
50,10,0.06413344293832779,0,276.88604736328125,3,33,0.0,276.88604736328125,2018-09-12,STANDARD,R_A4,1642.3927001953125
50,11,0.0614059641957283,0,276.8264465332031,3,34,0.0,276.8264465332031,2018-09-12,STANDARD,R_A4,1639.4075927734375
50,12,0.060803018510341644,0,276.95526123046875,3,35,0.0,276.95526123046875,2018-09-12,STANDARD,R_A4,1637.8724365234375
49,13,0.15928952395915985,0,276.0655212402344,30,35,0.0,276.0655212402344,2018-09-12,STANDARD,R_A4,1641.4874267578125
49,14,0.06205368414521217,0,276.6281433105469,30,36,0.0,276.6281433105469,2018-09-12,STANDARD,R_A4,1645.71435546875
49,15,0.091819629073143,0,276.2365417480469,29,36,0.0,276.2365417480469,2018-09-12,STANDARD,R_A4,1639.8255615234375
48,16,0.17648006975650787,0,276.6361083984375,30,36,0.0,276.6361083984375,2018-09-12,STANDARD,R_A4,1648.437255859375
48,17,0.6593927145004272,0,276.2711486816406,29,36,0.0,276.2711486816406,2018-09-12,STANDARD,R_A4,1642.9176025390625
48,18,0.2857553958892822,0,277.0165100097656,29,37,0.0,277.0165100097656,2018-09-12,STANDARD,R_A4,1648.38134765625
48,19,0.21100205183029175,0,277.9527282714844,29,38,0.0,277.9527282714844,2018-09-12,STANDARD,R_A4,1656.2625732421875
48,20,0.098979651927948,0,277.5646667480469,28,38,0.0,277.5646667480469,2018-09-12,STANDARD,R_A4,1650.4879150390625
47,21,0.7179811596870422,0,277.7754821777344,28,38,0.0,277.7754821777344,2018-09-12,STANDARD,R_A4,1654.078125
42,1,1.0,0,276.15985107421875,1,17,-5.081834475798019e-13,276.15985107421875,2018-11-07,STANDARD,R_A6,1695.860107421875
42,2,1.0,0,276.3052673339844,2,17,-3.004159963328201e-13,276.3052673339844,2018-11-07,STANDARD,R_A6,1697.41455078125
42,3,1.0,0,276.4474792480469,3,17,-2.1982497202741036e-13,276.4474792480469,2018-11-07,STANDARD,R_A6,1698.96923828125
42,4,1.0,0,276.58447265625,4,17,-1.8753237623816282e-13,276.58447265625,2018-11-07,STANDARD,R_A6,1700.5238037109375
42,5,1.0,0,276.7183532714844,5,17,-2.153469460045021e-13,276.7183532714844,2018-11-07,STANDARD,R_A6,1702.078369140625
42,6,1.0,0,276.85382080078125,6,17,-4.776999108779822e-13,276.85382080078125,2018-11-07,STANDARD,R_A6,1703.633056640625
42,7,1.0,0,276.6951599121094,7,17,-1.6687189824393656e-11,276.6951599121094,2018-11-07,STANDARD,R_A6,1705.1876220703125
42,8,1.0,0,277.1375732421875,8,17,-9.990396097198095e-13,277.1375732421875,2018-11-07,STANDARD,R_A6,1706.7421875
42,9,1.0,0,277.2781982421875,9,17,-9.488191482498465e-13,277.2781982421875,2018-11-07,STANDARD,R_A6,1708.2967529296875
42,10,1.0,0,277.1081848144531,10,17,-1.670762000971493e-10,277.1081848144531,2018-11-07,STANDARD,R_A6,1709.851318359375
42,11,1.0,0,277.32342529296875,11,17,1.6201364902435067e-11,277.32342529296875,2018-11-07,STANDARD,R_A6,1711.7379150390625
42,12,1.0,0,277.5339660644531,12,17,6.099096488271227e-12,277.5339660644531,2018-11-07,STANDARD,R_A6,1713.95654296875
42,13,1.0,0,277.77911376953125,13,17,6.514736395745596e-14,277.77911376953125,2018-11-07,STANDARD,R_A6,1716.1751708984375
42,14,1.0,0,277.9892272949219,14,17,3.900070709634586e-14,277.9892272949219,2018-11-07,STANDARD,R_A6,1718.393798828125
42,15,1.0,0,278.199951171875,15,17,1.8558869651036196e-14,278.199951171875,2018-11-07,STANDARD,R_A6,1720.612548828125
