CONJPOS,CONIDX,SWAT,DRAWDOWN,PRESSURE,CONKPOS,CONIPOS,SGAS,CONBPRES,DATE,WELLMODEL,WELL,DEPTH
30,1,0.05724410340189934,0,300.69110107421875,1,22,0.0,300.69110107421875,2018-01-01,STANDARD,R_A2,1641.591552734375
30,2,0.05989040806889534,0,300.8027038574219,2,22,0.0,300.8027038574219,2018-01-01,STANDARD,R_A2,1643.255859375
30,3,0.06224268674850464,0,300.9143371582031,3,22,0.0,300.9143371582031,2018-01-01,STANDARD,R_A2,1644.92041015625
30,4,0.06777916848659515,0,301.02593994140625,4,22,0.0,301.02593994140625,2018-01-01,STANDARD,R_A2,1646.5848388671875
30,5,0.07144323736429214,0,301.1375427246094,5,22,0.0,301.1375427246094,2018-01-01,STANDARD,R_A2,1648.249267578125
30,6,0.24053576588630676,0,301.2491760253906,6,22,0.0,301.2491760253906,2018-01-01,STANDARD,R_A2,1649.91357421875
30,7,0.8971467018127441,0,301.36077880859375,7,22,0.0,301.36077880859375,2018-01-01,STANDARD,R_A2,1651.5780029296875
30,8,0.8672763109207153,0,301.472412109375,8,22,0.0,301.472412109375,2018-01-01,STANDARD,R_A2,1653.2425537109375
30,9,0.8931022882461548,0,301.58404541015625,9,22,0.0,301.58404541015625,2018-01-01,STANDARD,R_A2,1654.906982421875
30,10,0.9094140529632568,0,301.6956787109375,10,22,0.0,301.6956787109375,2018-01-01,STANDARD,R_A2,1656.5714111328125
30,11,0.07796122133731842,0,301.8147888183594,11,22,0.0,301.8147888183594,2018-01-01,STANDARD,R_A2,1658.34716796875
30,12,0.07791359722614288,0,301.94134521484375,12,22,0.0,301.94134521484375,2018-01-01,STANDARD,R_A2,1660.2342529296875
30,13,0.44990643858909607,0,302.06793212890625,13,22,0.0,302.06793212890625,2018-01-01,STANDARD,R_A2,1662.121337890625
30,14,0.5060298442840576,0,302.19451904296875,14,22,0.0,302.19451904296875,2018-01-01,STANDARD,R_A2,1664.008544921875
30,15,0.9369091987609863,0,302.32110595703125,15,22,0.0,302.32110595703125,2018-01-01,STANDARD,R_A2,1665.8956298828125
30,16,0.9654380083084106,0,302.44769287109375,16,22,0.0,302.44769287109375,2018-01-01,STANDARD,R_A2,1667.78271484375
29,17,1.0,0,303.3985290527344,17,22,0.0,303.3985290527344,2018-01-01,STANDARD,R_A2,1678.6669921875
29,18,1.0,0,303.56207275390625,18,22,0.0,303.56207275390625,2018-01-01,STANDARD,R_A2,1680.392822265625
29,19,1.0,0,303.5483093261719,26,22,0.0,303.5483093261719,2018-01-01,STANDARD,R_A2,1681.9052734375
29,20,1.0,0,304.0107116699219,27,22,0.0,304.0107116699219,2018-01-01,STANDARD,R_A2,1683.55810546875
29,21,1.0,0,304.1673278808594,28,22,0.0,304.1673278808594,2018-01-01,STANDARD,R_A2,1685.2109375
29,22,1.0,0,304.323974609375,29,22,0.0,304.323974609375,2018-01-01,STANDARD,R_A2,1686.8636474609375
29,23,1.0,0,304.4805908203125,30,22,0.0,304.4805908203125,2018-01-01,STANDARD,R_A2,1688.5164794921875
41,1,0.6481541991233826,0,298.6043395996094,1,28,0.0,298.6043395996094,2018-01-01,STANDARD,R_A3,1610.462158203125
41,2,0.19849126040935516,0,298.73663330078125,2,28,0.0,298.73663330078125,2018-01-01,STANDARD,R_A3,1612.435791015625
41,3,0.20190410315990448,0,298.868896484375,3,28,0.0,298.868896484375,2018-01-01,STANDARD,R_A3,1614.409423828125
41,4,0.1874781847000122,0,298.10357666015625,3,29,0.0,298.10357666015625,2018-01-01,STANDARD,R_A3,1602.9893798828125
41,5,0.37001192569732666,0,298.2434387207031,4,29,0.0,298.2434387207031,2018-01-01,STANDARD,R_A3,1605.0767822265625
41,6,0.8170729279518127,0,298.3833312988281,5,29,0.0,298.3833312988281,2018-01-01,STANDARD,R_A3,1607.1641845703125
41,7,0.6481541991233826,0,298.5232238769531,6,29,0.0,298.5232238769531,2018-01-01,STANDARD,R_A3,1609.2515869140625
41,8,0.1980224847793579,0,298.6631164550781,7,29,0.0,298.6631164550781,2018-01-01,STANDARD,R_A3,1611.3389892578125
41,9,0.19832256436347961,0,298.8030090332031,8,29,0.0,298.8030090332031,2018-01-01,STANDARD,R_A3,1613.4263916015625
41,10,0.8054925799369812,0,298.94293212890625,9,29,0.0,298.94293212890625,2018-01-01,STANDARD,R_A3,1615.5137939453125
41,11,0.8035264015197754,0,299.08282470703125,10,29,0.0,299.08282470703125,2018-01-01,STANDARD,R_A3,1617.601318359375
41,12,0.050576191395521164,0,299.22515869140625,11,29,0.0,299.22515869140625,2018-01-01,STANDARD,R_A3,1619.724853515625
41,13,0.05395891144871712,0,299.36993408203125,12,29,0.0,299.36993408203125,2018-01-01,STANDARD,R_A3,1621.884521484375
41,14,0.20196837186813354,0,299.5146789550781,13,29,0.0,299.5146789550781,2018-01-01,STANDARD,R_A3,1624.044189453125
41,15,0.3932802379131317,0,299.6594543457031,14,29,0.0,299.6594543457031,2018-01-01,STANDARD,R_A3,1626.203857421875
41,16,0.3567483127117157,0,299.8042297363281,15,29,0.0,299.8042297363281,2018-01-01,STANDARD,R_A3,1628.363525390625
41,17,0.8030110001564026,0,299.94476318359375,16,29,0.0,299.94476318359375,2018-01-01,STANDARD,R_A3,1630.4595947265625
41,18,0.7981082797050476,0,300.0271301269531,17,29,0.0,300.0271301269531,2018-01-01,STANDARD,R_A3,1631.6881103515625
41,19,1.0,0,300.1659240722656,26,29,0.0,300.1659240722656,2018-01-01,STANDARD,R_A3,1633.758544921875
41,20,0.044256772845983505,0,300.41510009765625,27,29,0.0,300.41510009765625,2018-01-01,STANDARD,R_A3,1637.474853515625
41,21,0.05221710726618767,0,300.6642761230469,28,29,0.0,300.6642761230469,2018-01-01,STANDARD,R_A3,1641.1912841796875
41,22,1.0,0,300.9134826660156,29,29,0.0,300.9134826660156,2018-01-01,STANDARD,R_A3,1644.90771484375
41,23,0.10352133214473724,0,301.1626892089844,30,29,0.0,301.1626892089844,2018-01-01,STANDARD,R_A3,1648.6241455078125
52,1,0.051174480468034744,0,299.8553466796875,1,30,0.0,299.8553466796875,2018-01-01,STANDARD,R_A4,1629.1259765625
52,2,0.050099242478609085,0,299.81591796875,1,31,0.0,299.81591796875,2018-01-01,STANDARD,R_A4,1628.5377197265625
52,3,0.054249752312898636,0,299.9532165527344,2,31,0.0,299.9532165527344,2018-01-01,STANDARD,R_A4,1630.5859375
52,4,0.05559595301747322,0,300.0905456542969,3,31,0.0,300.0905456542969,2018-01-01,STANDARD,R_A4,1632.6341552734375
52,5,0.05552269518375397,0,300.0566101074219,3,32,0.0,300.0566101074219,2018-01-01,STANDARD,R_A4,1632.1279296875
52,6,0.07432204484939575,0,300.1837158203125,4,32,0.0,300.1837158203125,2018-01-01,STANDARD,R_A4,1634.02392578125
51,7,0.1388811320066452,0,300.3359680175781,4,32,0.0,300.3359680175781,2018-01-01,STANDARD,R_A4,1636.2947998046875
51,8,0.05550890043377876,0,300.2140197753906,3,32,0.0,300.2140197753906,2018-01-01,STANDARD,R_A4,1634.47607421875
51,9,0.059328846633434296,0,300.3276672363281,3,33,0.0,300.3276672363281,2018-01-01,STANDARD,R_A4,1636.1707763671875
50,10,0.0634206160902977,0,300.7448425292969,3,33,0.0,300.7448425292969,2018-01-01,STANDARD,R_A4,1642.3927001953125
50,11,0.061003297567367554,0,300.544677734375,3,34,0.0,300.544677734375,2018-01-01,STANDARD,R_A4,1639.4075927734375
50,12,0.060614947229623795,0,300.4417419433594,3,35,0.0,300.4417419433594,2018-01-01,STANDARD,R_A4,1637.8724365234375
49,13,0.16733385622501373,0,300.68414306640625,30,35,0.0,300.68414306640625,2018-01-01,STANDARD,R_A4,1641.4874267578125
49,14,0.06138951703906059,0,300.9675598144531,30,36,0.0,300.9675598144531,2018-01-01,STANDARD,R_A4,1645.71435546875
49,15,0.09163250774145126,0,300.57269287109375,29,36,0.0,300.57269287109375,2018-01-01,STANDARD,R_A4,1639.8255615234375
48,16,0.2014399617910385,0,301.1501770019531,30,36,0.0,301.1501770019531,2018-01-01,STANDARD,R_A4,1648.437255859375
48,17,0.6481541991233826,0,300.780029296875,29,36,0.0,300.780029296875,2018-01-01,STANDARD,R_A4,1642.9176025390625
48,18,0.2997220754623413,0,301.14642333984375,29,37,0.0,301.14642333984375,2018-01-01,STANDARD,R_A4,1648.38134765625
48,19,0.11289571225643158,0,301.6749572753906,29,38,0.0,301.6749572753906,2018-01-01,STANDARD,R_A4,1656.2625732421875
48,20,0.06784503161907196,0,301.2876892089844,28,38,0.0,301.2876892089844,2018-01-01,STANDARD,R_A4,1650.4879150390625
47,21,0.6481541991233826,0,301.5284729003906,28,38,0.0,301.5284729003906,2018-01-01,STANDARD,R_A4,1654.078125
20,1,1.0,0,303.7872619628906,1,31,0.0,303.7872619628906,2018-01-01,STANDARD,R_A5,1684.427001953125
20,2,1.0,0,303.9990234375,2,31,0.0,303.9990234375,2018-01-01,STANDARD,R_A5,1686.6614990234375
20,3,1.0,0,304.2107849121094,3,31,0.0,304.2107849121094,2018-01-01,STANDARD,R_A5,1688.8961181640625
20,4,1.0,0,304.42254638671875,4,31,0.0,304.42254638671875,2018-01-01,STANDARD,R_A5,1691.130615234375
20,5,1.0,0,304.63427734375,5,31,0.0,304.63427734375,2018-01-01,STANDARD,R_A5,1693.365234375
20,6,1.0,0,304.8460388183594,6,31,0.0,304.8460388183594,2018-01-01,STANDARD,R_A5,1695.5997314453125
20,7,1.0,0,305.36358642578125,7,31,0.0,305.36358642578125,2018-01-01,STANDARD,R_A5,1697.8343505859375
21,8,1.0,0,304.9434814453125,7,31,0.0,304.9434814453125,2018-01-01,STANDARD,R_A5,1693.4012451171875
21,9,1.0,0,305.5024719238281,11,31,0.0,305.5024719238281,2018-01-01,STANDARD,R_A5,1702.5250244140625
21,10,1.0,0,305.68365478515625,12,31,0.0,305.68365478515625,2018-01-01,STANDARD,R_A5,1704.43701171875
21,11,1.0,0,305.8768310546875,13,31,0.0,305.8768310546875,2018-01-01,STANDARD,R_A5,1706.348876953125
21,12,1.0,0,306.0580139160156,14,31,0.0,306.0580139160156,2018-01-01,STANDARD,R_A5,1708.2608642578125
21,13,1.0,0,306.2392272949219,15,31,0.0,306.2392272949219,2018-01-01,STANDARD,R_A5,1710.1728515625
21,14,1.0,0,306.5654296875,16,31,0.0,306.5654296875,2018-01-01,STANDARD,R_A5,1712.0848388671875
21,15,1.0,0,306.7452392578125,17,31,0.0,306.7452392578125,2018-01-01,STANDARD,R_A5,1713.98193359375
