CONIDX,DEPTH,DATE,CONKPOS,CONIPOS,CONJPOS,PRESSURE,WELLMODEL,WELL,SWAT,SGAS,DRAWDOWN,CONBPRES
2,1695.6697998046875,2018-11-07,2,17,42,274.0260314941406,STANDARD,R_A6,1.0,-3.0033482211616613e-12,0,274.0260314941406
3,1697.2021484375,2018-11-07,3,17,42,274.312255859375,STANDARD,R_A6,1.0,-2.1505735560423123e-12,0,274.312255859375
4,1698.734375,2018-11-07,4,17,42,274.6583557128906,STANDARD,R_A6,1.0,-1.708474074019195e-12,0,274.6583557128906
5,1700.2666015625,2018-11-07,5,17,42,274.9915466308594,STANDARD,R_A6,1.0,-2.552060776248033e-12,0,274.9915466308594
6,1701.7989501953125,2018-11-07,6,17,42,275.2288818359375,STANDARD,R_A6,1.0,-1.1637956570664798e-10,0,275.2288818359375
7,1703.3311767578125,2018-11-07,7,17,42,275.1025695800781,STANDARD,R_A6,1.0,-2.4820670518899135e-10,0,275.1025695800781
8,1704.8634033203125,2018-11-07,8,17,42,275.2773132324219,STANDARD,R_A6,1.0,-1.736715909972375e-10,0,275.2773132324219
9,1706.395751953125,2018-11-07,9,17,42,275.8419494628906,STANDARD,R_A6,1.0,-8.124061319503273e-12,0,275.8419494628906
10,1707.927978515625,2018-11-07,10,17,42,275.9595642089844,STANDARD,R_A6,1.0,-1.982443514902954e-10,0,275.9595642089844
11,1709.8734130859375,2018-11-07,11,17,42,278.2398681640625,STANDARD,R_A6,1.0,-5.74047614998463e-11,0,278.2398681640625
12,1712.23193359375,2018-11-07,12,17,42,278.5058288574219,STANDARD,R_A6,1.0,-2.1025016797016072e-11,0,278.5058288574219
13,1714.590576171875,2018-11-07,13,17,42,278.7665710449219,STANDARD,R_A6,1.0,-3.853476131937539e-12,0,278.7665710449219
14,1716.948974609375,2018-11-07,14,17,42,278.989990234375,STANDARD,R_A6,1.0,-2.8332323466495613e-12,0,278.989990234375
15,1719.3074951171875,2018-11-07,15,17,42,279.2139892578125,STANDARD,R_A6,1.0,-1.7997276845899135e-12,0,279.2139892578125
16,1721.6661376953125,2018-11-07,16,17,42,279.5830993652344,STANDARD,R_A6,1.0,-7.675572417237264e-13,0,279.5830993652344
17,1724.0203857421875,2018-11-07,17,17,42,279.80657958984375,STANDARD,R_A6,1.0,-1.0640121596294794e-12,0,279.80657958984375
18,1725.34033203125,2018-11-07,18,17,42,279.9316711425781,STANDARD,R_A6,1.0,0.0,0,279.9316711425781
19,1726.33935546875,2018-11-07,26,17,42,280.8769836425781,STANDARD,R_A6,1.0,5.958354270484665e-16,0,280.8769836425781
20,1728.047607421875,2018-11-07,27,17,42,281.3748779296875,STANDARD,R_A6,1.0,6.450402062291793e-16,0,281.3748779296875
21,1729.755859375,2018-11-07,28,17,42,282.0608215332031,STANDARD,R_A6,1.0,-7.234702179250993e-22,0,282.0608215332031
22,1731.4639892578125,2018-11-07,29,17,42,281.9386901855469,STANDARD,R_A6,1.0,-2.7495933906176212e-21,0,281.9386901855469
23,1733.1722412109375,2018-11-07,30,17,42,280.7793273925781,STANDARD,R_A6,1.0,-3.19343729562386e-16,0,280.7793273925781
