ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,281037151.51,49252308.97,38415633.45,24160775.35
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,217141855.78,41965667.88,33726439.68,21211596.93
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,127877366.67,26770077.57,21651609.62,13617364.31
LowerReek,2,0.0,0.0,0.0,0.0
