CONJPOS,CONIPOS,DEPTH,DATE,CONIDX,SWAT,WELLMODEL,SGAS,PRESSURE,DRAWDOWN,CONBPRES,WELL,CONKPOS
20,31,1696.109130859375,2018-01-01,6,1.0,STANDARD,0.0,304.8943176269531,0,304.8943176269531,R_A5,6
20,31,1698.1595458984375,2018-01-01,7,1.0,STANDARD,0.0,305.3944396972656,0,305.3944396972656,R_A5,7
20,31,1700.2100830078125,2018-01-01,8,1.0,STANDARD,0.0,305.5887451171875,0,305.5887451171875,R_A5,8
21,31,1696.9764404296875,2018-01-01,9,1.0,STANDARD,0.0,305.28228759765625,0,305.28228759765625,R_A5,9
21,31,1699.219970703125,2018-01-01,10,1.0,STANDARD,0.0,305.19586181640625,0,305.19586181640625,R_A5,10
21,31,1701.35986328125,2018-01-01,11,1.0,STANDARD,0.0,305.39202880859375,0,305.39202880859375,R_A5,11
21,31,1703.3958740234375,2018-01-01,12,1.0,STANDARD,0.0,305.5849914550781,0,305.5849914550781,R_A5,12
21,31,1705.4320068359375,2018-01-01,13,1.0,STANDARD,0.0,305.7899169921875,0,305.7899169921875,R_A5,13
21,31,1707.4681396484375,2018-01-01,14,1.0,STANDARD,0.0,305.9828796386719,0,305.9828796386719,R_A5,14
21,31,1709.504150390625,2018-01-01,15,1.0,STANDARD,0.0,306.32086181640625,0,306.32086181640625,R_A5,15
21,31,1711.540283203125,2018-01-01,16,1.0,STANDARD,0.0,306.5138244628906,0,306.5138244628906,R_A5,16
21,31,1713.38330078125,2018-01-01,17,1.0,STANDARD,0.0,306.6885070800781,0,306.6885070800781,R_A5,17
21,31,1714.462158203125,2018-01-01,18,1.0,STANDARD,0.0,306.7907409667969,0,306.7907409667969,R_A5,18
21,31,1715.9228515625,2018-01-01,19,1.0,STANDARD,0.0,306.7720642089844,0,306.7720642089844,R_A5,25
21,31,1718.0657958984375,2018-01-01,20,1.0,STANDARD,0.0,306.9751892089844,0,306.9751892089844,R_A5,26
21,31,1720.2088623046875,2018-01-01,21,1.0,STANDARD,0.0,307.48406982421875,0,307.48406982421875,R_A5,27
21,31,1722.351806640625,2018-01-01,22,1.0,STANDARD,0.0,307.6871643066406,0,307.6871643066406,R_A5,28
21,31,1724.494873046875,2018-01-01,23,1.0,STANDARD,0.0,307.8902893066406,0,307.8902893066406,R_A5,29
42,17,1694.2310791015625,2018-01-01,1,1.0,STANDARD,0.0,305.0221252441406,0,305.0221252441406,R_A6,1
42,17,1695.765869140625,2018-01-01,2,1.0,STANDARD,0.0,305.1675720214844,0,305.1675720214844,R_A6,2
42,17,1697.3006591796875,2018-01-01,3,1.0,STANDARD,0.0,305.3130187988281,0,305.3130187988281,R_A6,3
42,17,1698.83544921875,2018-01-01,4,1.0,STANDARD,0.0,305.4584655761719,0,305.4584655761719,R_A6,4
42,17,1700.3702392578125,2018-01-01,5,1.0,STANDARD,0.0,305.6039123535156,0,305.6039123535156,R_A6,5
42,17,1701.905029296875,2018-01-01,6,1.0,STANDARD,0.0,305.7493896484375,0,305.7493896484375,R_A6,6
42,17,1703.4398193359375,2018-01-01,7,1.0,STANDARD,0.0,305.5957946777344,0,305.5957946777344,R_A6,7
42,17,1704.974609375,2018-01-01,8,1.0,STANDARD,0.0,305.7412414550781,0,305.7412414550781,R_A6,8
42,17,1706.5093994140625,2018-01-01,9,1.0,STANDARD,0.0,306.18572998046875,0,306.18572998046875,R_A6,9
42,17,1708.044189453125,2018-01-01,10,1.0,STANDARD,0.0,306.3311767578125,0,306.3311767578125,R_A6,10
42,17,1709.9459228515625,2018-01-01,11,1.0,STANDARD,0.0,306.20574951171875,0,306.20574951171875,R_A6,11
42,17,1712.2147216796875,2018-01-01,12,1.0,STANDARD,0.0,306.4207763671875,0,306.4207763671875,R_A6,12
42,17,1714.483642578125,2018-01-01,13,1.0,STANDARD,0.0,306.64776611328125,0,306.64776611328125,R_A6,13
42,17,1716.75244140625,2018-01-01,14,1.0,STANDARD,0.0,306.86279296875,0,306.86279296875,R_A6,14
42,17,1719.021240234375,2018-01-01,15,1.0,STANDARD,0.0,307.07781982421875,0,307.07781982421875,R_A6,15
42,17,1721.2900390625,2018-01-01,16,1.0,STANDARD,0.0,307.4378662109375,0,307.4378662109375,R_A6,16
42,17,1723.5589599609375,2018-01-01,17,1.0,STANDARD,0.0,307.65289306640625,0,307.65289306640625,R_A6,17
42,17,1725.15869140625,2018-01-01,18,1.0,STANDARD,0.0,307.80450439453125,0,307.80450439453125,R_A6,18
42,17,1726.4788818359375,2018-01-01,19,1.0,STANDARD,0.0,307.77252197265625,0,307.77252197265625,R_A6,25
42,17,1728.1884765625,2018-01-01,20,1.0,STANDARD,0.0,308.2403564453125,0,308.2403564453125,R_A6,26
42,17,1729.898193359375,2018-01-01,21,1.0,STANDARD,0.0,308.40240478515625,0,308.40240478515625,R_A6,27
42,17,1731.60791015625,2018-01-01,22,1.0,STANDARD,0.0,308.564453125,0,308.564453125,R_A6,28
42,17,1733.317626953125,2018-01-01,23,1.0,STANDARD,0.0,308.42071533203125,0,308.42071533203125,R_A6,29
30,22,1639.306396484375,2018-03-01,1,0.052740905433893204,STANDARD,0.0,298.1985168457031,0,298.1985168457031,R_A2,1
30,22,1641.03857421875,2018-03-01,2,0.05453063175082207,STANDARD,0.0,298.3146667480469,0,298.3146667480469,R_A2,2
30,22,1642.770751953125,2018-03-01,3,0.05683650076389313,STANDARD,0.0,298.4307861328125,0,298.4307861328125,R_A2,3
30,22,1644.5030517578125,2018-03-01,4,0.059970270842313766,STANDARD,0.0,298.54693603515625,0,298.54693603515625,R_A2,4
30,22,1646.2353515625,2018-03-01,5,0.06423459947109222,STANDARD,0.0,298.6630859375,0,298.6630859375,R_A2,5
30,22,1647.967529296875,2018-03-01,6,0.6620102524757385,STANDARD,0.0,298.822509765625,0,298.822509765625,R_A2,6
30,22,1649.6998291015625,2018-03-01,7,0.8707688450813293,STANDARD,0.0,299.1318359375,0,299.1318359375,R_A2,7
30,22,1651.43212890625,2018-03-01,8,0.8445038199424744,STANDARD,0.0,299.409423828125,0,299.409423828125,R_A2,8
30,22,1653.164306640625,2018-03-01,9,0.6486546993255615,STANDARD,0.0,299.5516662597656,0,299.5516662597656,R_A2,9
30,22,1654.896484375,2018-03-01,10,0.8780308961868286,STANDARD,0.0,299.78363037109375,0,299.78363037109375,R_A2,10
30,22,1656.769775390625,2018-03-01,11,0.06606702506542206,STANDARD,0.0,299.6995849609375,0,299.6995849609375,R_A2,11
30,22,1658.783935546875,2018-03-01,12,0.0653536319732666,STANDARD,0.0,299.8635559082031,0,299.8635559082031,R_A2,12
30,22,1660.7979736328125,2018-03-01,13,0.4261575937271118,STANDARD,0.0,300.0202941894531,0,300.0202941894531,R_A2,13
30,22,1662.81201171875,2018-03-01,14,0.471906840801239,STANDARD,0.0,300.15631103515625,0,300.15631103515625,R_A2,14
30,22,1664.826171875,2018-03-01,15,0.8934378623962402,STANDARD,0.0,300.2934265136719,0,300.2934265136719,R_A2,15
29,22,1669.7822265625,2018-03-01,16,0.9290516376495361,STANDARD,0.0,300.7489318847656,0,300.7489318847656,R_A2,15
29,22,1671.912353515625,2018-03-01,17,0.9373095035552979,STANDARD,0.0,300.89447021484375,0,300.89447021484375,R_A2,16
29,22,1674.0426025390625,2018-03-01,18,0.9277989268302917,STANDARD,0.0,301.0387268066406,0,301.0387268066406,R_A2,17
29,22,1675.906005859375,2018-03-01,19,0.976548433303833,STANDARD,0.0,301.1638488769531,0,301.1638488769531,R_A2,18
29,22,1677.5828857421875,2018-03-01,20,0.6491208076477051,STANDARD,0.0,302.2309265136719,0,302.2309265136719,R_A2,25
29,22,1679.3399658203125,2018-03-01,21,1.0,STANDARD,-9.659519684774784e-14,303.1940002441406,0,303.1940002441406,R_A2,26
29,22,1681.0970458984375,2018-03-01,22,1.0,STANDARD,-3.779674598476668e-13,303.2054443359375,0,303.2054443359375,R_A2,27
29,22,1682.8541259765625,2018-03-01,23,1.0,STANDARD,-6.304744920582195e-12,303.3097229003906,0,303.3097229003906,R_A2,28
29,22,1684.611083984375,2018-03-01,24,0.9999889731407166,STANDARD,0.0,302.6495056152344,0,302.6495056152344,R_A2,29
20,31,1685.8568115234375,2018-04-28,1,0.9999998211860657,STANDARD,-1.0964426699899832e-08,284.7740173339844,0,284.7740173339844,R_A5,1
20,31,1687.9072265625,2018-04-28,2,0.9999998211860657,STANDARD,-9.657598276646695e-09,284.9679870605469,0,284.9679870605469,R_A5,2
20,31,1689.957763671875,2018-04-28,3,0.9999998807907104,STANDARD,-7.464104001542182e-09,285.161865234375,0,285.161865234375,R_A5,3
20,31,1692.0081787109375,2018-04-28,4,0.9999998807907104,STANDARD,-8.589655209334524e-09,285.3558654785156,0,285.3558654785156,R_A5,4
20,31,1694.0587158203125,2018-04-28,5,0.9999998807907104,STANDARD,-8.032045251127329e-09,285.5499572753906,0,285.5499572753906,R_A5,5
20,31,1696.109130859375,2018-04-28,6,0.9999998807907104,STANDARD,-6.336259072980965e-09,285.7439880371094,0,285.7439880371094,R_A5,6
20,31,1698.1595458984375,2018-04-28,7,1.0,STANDARD,-4.714447582321313e-11,286.2529602050781,0,286.2529602050781,R_A5,7
20,31,1700.2100830078125,2018-04-28,8,1.0,STANDARD,-3.032533252289582e-11,286.44927978515625,0,286.44927978515625,R_A5,8
21,31,1696.9764404296875,2018-04-28,9,1.0,STANDARD,-3.157018743649154e-11,284.57470703125,0,284.57470703125,R_A5,9
21,31,1699.219970703125,2018-04-28,10,1.0,STANDARD,9.34875510338884e-11,282.9537353515625,0,282.9537353515625,R_A5,10
21,31,1701.35986328125,2018-04-28,11,1.0,STANDARD,-5.2817403228822e-11,281.41070556640625,0,281.41070556640625,R_A5,11
21,31,1703.3958740234375,2018-04-28,12,1.0,STANDARD,-6.783672235055604e-11,281.62103271484375,0,281.62103271484375,R_A5,12
21,31,1705.4320068359375,2018-04-28,13,1.0,STANDARD,-2.977444246016203e-12,281.8271484375,0,281.8271484375,R_A5,13
21,31,1707.4681396484375,2018-04-28,14,1.0,STANDARD,-2.8314024302228402e-12,282.02264404296875,0,282.02264404296875,R_A5,14
21,31,1709.504150390625,2018-04-28,15,1.0,STANDARD,-8.648048097949224e-13,282.3711853027344,0,282.3711853027344,R_A5,15
21,31,1711.540283203125,2018-04-28,16,1.0,STANDARD,-1.3938953073375226e-13,282.5731506347656,0,282.5731506347656,R_A5,16
21,31,1713.38330078125,2018-04-28,17,1.0,STANDARD,-2.249292467776734e-13,282.7524719238281,0,282.7524719238281,R_A5,17
21,31,1714.462158203125,2018-04-28,18,1.0,STANDARD,0.0,282.85498046875,0,282.85498046875,R_A5,18
21,31,1715.9228515625,2018-04-28,19,1.0,STANDARD,-1.6268551176340518e-12,285.5267333984375,0,285.5267333984375,R_A5,25
21,31,1718.0657958984375,2018-04-28,20,1.0,STANDARD,-1.7148254387658324e-12,285.76617431640625,0,285.76617431640625,R_A5,26
21,31,1720.2088623046875,2018-04-28,21,1.0,STANDARD,-3.7167287703660088e-19,296.50299072265625,0,296.50299072265625,R_A5,27
21,31,1722.351806640625,2018-04-28,22,1.0,STANDARD,-2.1191564346803024e-20,304.105712890625,0,304.105712890625,R_A5,28
21,31,1724.494873046875,2018-04-28,23,1.0,STANDARD,-2.833456852663756e-22,306.8966064453125,0,306.8966064453125,R_A5,29
41,28,1609.2637939453125,2018-07-03,1,0.3267478048801422,STANDARD,0.0,280.7989501953125,0,280.7989501953125,R_A3,1
41,28,1611.2293701171875,2018-07-03,2,0.19534745812416077,STANDARD,0.0,280.8866271972656,0,280.8866271972656,R_A3,2
41,28,1613.195068359375,2018-07-03,3,0.1494656801223755,STANDARD,0.0,281.01739501953125,0,281.01739501953125,R_A3,3
41,29,1605.39794921875,2018-07-03,4,0.16450709104537964,STANDARD,0.0,280.47943115234375,0,280.47943115234375,R_A3,3
41,29,1607.422607421875,2018-07-03,5,0.15285629034042358,STANDARD,0.0,280.6143493652344,0,280.6143493652344,R_A3,4
41,29,1609.447265625,2018-07-03,6,0.8071151971817017,STANDARD,0.0,280.8222961425781,0,280.8222961425781,R_A3,5
41,29,1611.4720458984375,2018-07-03,7,0.1605129987001419,STANDARD,0.0,280.8957214355469,0,280.8957214355469,R_A3,6
41,29,1613.4967041015625,2018-07-03,8,0.168324813246727,STANDARD,0.0,281.03125,0,281.03125,R_A3,7
41,29,1615.5213623046875,2018-07-03,9,0.19699572026729584,STANDARD,0.0,281.1670837402344,0,281.1670837402344,R_A3,8
41,29,1617.546142578125,2018-07-03,10,0.8003835082054138,STANDARD,0.0,281.4249267578125,0,281.4249267578125,R_A3,9
41,29,1619.57080078125,2018-07-03,11,0.7937790751457214,STANDARD,0.0,283.5667724609375,0,283.5667724609375,R_A3,10
41,29,1621.701171875,2018-07-03,12,0.04719512164592743,STANDARD,0.0,288.171142578125,0,288.171142578125,R_A3,11
41,29,1623.93701171875,2018-07-03,13,0.053758446127176285,STANDARD,0.0,288.32061767578125,0,288.32061767578125,R_A3,12
41,29,1626.1729736328125,2018-07-03,14,0.37376952171325684,STANDARD,0.0,288.47100830078125,0,288.47100830078125,R_A3,13
41,29,1628.4088134765625,2018-07-03,15,0.18057525157928467,STANDARD,0.0,288.7244873046875,0,288.7244873046875,R_A3,14
41,29,1630.644775390625,2018-07-03,16,0.6028014421463013,STANDARD,0.0,288.9367370605469,0,288.9367370605469,R_A3,15
41,29,1632.37939453125,2018-07-03,17,0.8058971166610718,STANDARD,0.0,289.08782958984375,0,289.08782958984375,R_A3,16
41,29,1634.7161865234375,2018-07-03,18,0.6484663486480713,STANDARD,0.0,295.4382019042969,0,295.4382019042969,R_A3,25
41,29,1638.1561279296875,2018-07-03,19,0.04469303414225578,STANDARD,0.0,286.856201171875,0,286.856201171875,R_A3,26
41,29,1641.5960693359375,2018-07-03,20,0.04531172290444374,STANDARD,0.0,287.0860595703125,0,287.0860595703125,R_A3,27
41,29,1645.0360107421875,2018-07-03,21,0.23682130873203278,STANDARD,0.0,287.3154296875,0,287.3154296875,R_A3,28
41,29,1648.4759521484375,2018-07-03,22,0.06090184301137924,STANDARD,0.0,287.5425109863281,0,287.5425109863281,R_A3,29
52,30,1631.4649658203125,2018-09-12,1,0.08487013727426529,STANDARD,0.0,280.6158752441406,0,280.6158752441406,R_A4,1
52,31,1626.5877685546875,2018-09-12,2,0.16289851069450378,STANDARD,0.0,280.4212341308594,0,280.4212341308594,R_A4,1
52,31,1628.6806640625,2018-09-12,3,0.15965598821640015,STANDARD,0.0,280.5606384277344,0,280.5606384277344,R_A4,2
52,31,1630.7735595703125,2018-09-12,4,0.12700925767421722,STANDARD,0.0,280.69976806640625,0,280.69976806640625,R_A4,3
52,31,1632.866455078125,2018-09-12,5,0.05229996517300606,STANDARD,0.0,280.8390808105469,0,280.8390808105469,R_A4,4
52,32,1631.506591796875,2018-09-12,6,0.051019925624132156,STANDARD,0.0,280.8013000488281,0,280.8013000488281,R_A4,4
52,32,1633.41748046875,2018-09-12,7,0.14499562978744507,STANDARD,0.0,280.9287109375,0,280.9287109375,R_A4,5
51,32,1637.180908203125,2018-09-12,8,0.22042664885520935,STANDARD,0.0,281.0743713378906,0,281.0743713378906,R_A4,5
51,32,1635.3203125,2018-09-12,9,0.05377492308616638,STANDARD,0.0,280.9502258300781,0,280.9502258300781,R_A4,4
51,33,1635.5458984375,2018-09-12,10,0.13089822232723236,STANDARD,0.0,281.0323181152344,0,281.0323181152344,R_A4,4
51,33,1637.43017578125,2018-09-12,11,0.10055116564035416,STANDARD,0.0,281.1579895019531,0,281.1579895019531,R_A4,5
50,33,1643.368896484375,2018-09-12,12,0.06160547956824303,STANDARD,0.0,281.4830017089844,0,281.4830017089844,R_A4,5
50,34,1641.0966796875,2018-09-12,13,0.06027217209339142,STANDARD,0.0,281.38836669921875,0,281.38836669921875,R_A4,5
50,34,1639.201904296875,2018-09-12,14,0.1336560994386673,STANDARD,0.0,281.2618713378906,0,281.2618713378906,R_A4,4
50,35,1639.2225341796875,2018-09-12,15,0.1426163911819458,STANDARD,0.0,281.27801513671875,0,281.27801513671875,R_A4,4
50,35,1637.4061279296875,2018-09-12,16,0.22419986128807068,STANDARD,0.0,281.1568603515625,0,281.1568603515625,R_A4,3
49,35,1642.934326171875,2018-09-12,17,0.23404048383235931,STANDARD,0.0,281.44573974609375,0,281.44573974609375,R_A4,3
49,36,1642.4315185546875,2018-09-12,18,0.059560779482126236,STANDARD,0.0,277.91925048828125,0,277.91925048828125,R_A4,28
48,36,1642.9927978515625,2018-09-12,19,0.05663767457008362,STANDARD,0.0,277.34295654296875,0,277.34295654296875,R_A4,28
48,37,1647.7266845703125,2018-09-12,20,0.2843429148197174,STANDARD,0.0,278.1025695800781,0,278.1025695800781,R_A4,28
48,38,1652.07373046875,2018-09-12,21,0.1792128086090088,STANDARD,0.0,279.3621520996094,0,279.3621520996094,R_A4,28
47,38,1658.301513671875,2018-09-12,22,0.8252093195915222,STANDARD,0.0,281.57708740234375,0,281.57708740234375,R_A4,28
42,17,1694.2310791015625,2018-11-07,1,1.0,STANDARD,1.3413142124774069e-12,278.7379455566406,0,278.7379455566406,R_A6,1
42,17,1695.765869140625,2018-11-07,2,1.0,STANDARD,8.081093845306586e-13,278.8843994140625,0,278.8843994140625,R_A6,2
42,17,1697.3006591796875,2018-11-07,3,1.0,STANDARD,6.25485394815245e-13,279.0305480957031,0,279.0305480957031,R_A6,3
42,17,1698.83544921875,2018-11-07,4,1.0,STANDARD,8.122873033922229e-12,279.17572021484375,0,279.17572021484375,R_A6,4
42,17,1700.3702392578125,2018-11-07,5,1.0,STANDARD,1.3615446660744657e-12,279.31689453125,0,279.31689453125,R_A6,5
42,17,1701.905029296875,2018-11-07,6,1.0,STANDARD,3.9154467862401177e-11,279.4588317871094,0,279.4588317871094,R_A6,6
42,17,1703.4398193359375,2018-11-07,7,1.0,STANDARD,7.026766668527529e-11,279.3095397949219,0,279.3095397949219,R_A6,7
42,17,1704.974609375,2018-11-07,8,1.0,STANDARD,6.577585698330779e-11,279.45526123046875,0,279.45526123046875,R_A6,8
42,17,1706.5093994140625,2018-11-07,9,1.0,STANDARD,2.8110166104544643e-12,279.928955078125,0,279.928955078125,R_A6,9
