SGAS,CONIDX,WELL,WELLMODEL,CONBPRES,CONJPOS,SWAT,CONIPOS,DEPTH,PRESSURE,CONKPOS,DRAWDOWN,DATE
0.0,8,R_A4,STANDARD,275.9911193847656,52,0.14223074913024902,32,1631.548583984375,275.9911193847656,6,0,2018-09-12
0.0,9,R_A4,STANDARD,276.1673583984375,51,0.06035859137773514,32,1638.26416015625,276.1673583984375,6,0,2018-09-12
0.0,10,R_A4,STANDARD,276.0517883300781,51,0.0607752650976181,32,1636.5283203125,276.0517883300781,5,0,2018-09-12
0.0,11,R_A4,STANDARD,276.34747314453125,51,0.060103416442871094,33,1636.775146484375,276.34747314453125,5,0,2018-09-12
0.0,12,R_A4,STANDARD,276.23040771484375,51,0.059613268822431564,33,1635.0177001953125,276.23040771484375,4,0,2018-09-12
0.0,13,R_A4,STANDARD,276.5050964355469,50,0.06912602484226227,33,1643.4010009765625,276.5050964355469,4,0,2018-09-12
0.0,14,R_A4,STANDARD,276.6719055175781,50,0.08742207288742065,34,1640.803955078125,276.6719055175781,4,0,2018-09-12
0.0,15,R_A4,STANDARD,276.5494689941406,50,0.063482366502285,34,1638.9700927734375,276.5494689941406,3,0,2018-09-12
0.0,16,R_A4,STANDARD,277.0379638671875,50,0.0983673557639122,35,1638.555908203125,277.0379638671875,4,0,2018-09-12
0.0,17,R_A4,STANDARD,278.23236083984375,49,0.06256236135959625,35,1640.858642578125,278.23236083984375,31,0,2018-09-12
0.0,18,R_A4,STANDARD,278.71343994140625,49,0.06612781435251236,36,1645.763427734375,278.71343994140625,31,0,2018-09-12
0.0,19,R_A4,STANDARD,278.35723876953125,49,0.22548621892929077,36,1639.76708984375,278.35723876953125,30,0,2018-09-12
0.0,20,R_A4,STANDARD,278.1465148925781,48,0.0655847042798996,36,1639.1976318359375,278.1465148925781,30,0,2018-09-12
0.0,21,R_A4,STANDARD,279.08197021484375,48,0.30904972553253174,37,1647.16455078125,279.08197021484375,30,0,2018-09-12
0.0,22,R_A4,STANDARD,279.7767639160156,48,0.2007588893175125,38,1653.497314453125,279.7767639160156,30,0,2018-09-12
0.0,23,R_A4,STANDARD,279.39520263671875,48,0.09336891770362854,38,1647.78369140625,279.39520263671875,29,0,2018-09-12
0.0,24,R_A4,STANDARD,279.7867126464844,47,0.13242408633232117,38,1655.5604248046875,279.7867126464844,29,0,2018-09-12
