SGAS,WELLMODEL,DRAWDOWN,CONJPOS,CONKPOS,CONIPOS,DEPTH,PRESSURE,CONIDX,SWAT,WELL,DATE,CONBPRES
0.0,STANDARD,0,29,18,22,1675.6392822265625,303.12109375,19,0.9711284637451172,R_A2,2018-01-01,303.12109375
0.0,STANDARD,0,29,25,22,1677.2227783203125,303.2273254394531,20,0.6481541991233826,R_A2,2018-01-01,303.2273254394531
0.0,STANDARD,0,29,26,22,1678.9796142578125,303.34521484375,21,0.6481541991233826,R_A2,2018-01-01,303.34521484375
0.0,STANDARD,0,29,27,22,1680.736572265625,303.4631042480469,22,1.0,R_A2,2018-01-01,303.4631042480469
0.0,STANDARD,0,29,28,22,1682.493408203125,303.9098205566406,23,1.0,R_A2,2018-01-01,303.9098205566406
0.0,STANDARD,0,29,29,22,1684.250244140625,304.0763244628906,24,1.0,R_A2,2018-01-01,304.0763244628906
0.0,STANDARD,0,41,1,28,1608.424560546875,298.6139831542969,1,0.6481541991233826,R_A3,2018-01-01,298.6139831542969
0.0,STANDARD,0,41,2,28,1610.413818359375,298.7472839355469,2,0.1474522352218628,R_A3,2018-01-01,298.7472839355469
0.0,STANDARD,0,41,3,28,1612.403076171875,298.880615234375,3,0.11823459714651108,R_A3,2018-01-01,298.880615234375
0.0,STANDARD,0,41,4,28,1614.3924560546875,299.0139465332031,4,0.11938805878162384,R_A3,2018-01-01,299.0139465332031
0.0,STANDARD,0,41,4,29,1607.6988525390625,298.5653381347656,5,0.2713811695575714,R_A3,2018-01-01,298.5653381347656
0.0,STANDARD,0,41,5,29,1609.6929931640625,298.698974609375,6,0.8092799782752991,R_A3,2018-01-01,298.698974609375
0.0,STANDARD,0,41,6,29,1611.687255859375,298.8326416015625,7,0.6481541991233826,R_A3,2018-01-01,298.8326416015625
0.0,STANDARD,0,41,7,29,1613.681396484375,298.9662780761719,8,0.19699044525623322,R_A3,2018-01-01,298.9662780761719
0.0,STANDARD,0,41,8,29,1615.6756591796875,299.0999450683594,9,0.19778509438037872,R_A3,2018-01-01,299.0999450683594
0.0,STANDARD,0,41,9,29,1617.669921875,299.2336120605469,10,0.7979188561439514,R_A3,2018-01-01,299.2336120605469
0.0,STANDARD,0,41,10,29,1619.6641845703125,299.3673095703125,11,0.7950521111488342,R_A3,2018-01-01,299.3673095703125
0.0,STANDARD,0,41,11,29,1621.794921875,299.5101318359375,12,0.048166994005441666,R_A3,2018-01-01,299.5101318359375
0.0,STANDARD,0,41,12,29,1624.062255859375,299.662109375,13,0.05432077869772911,R_A3,2018-01-01,299.662109375
0.0,STANDARD,0,41,13,29,1626.32958984375,299.8141174316406,14,0.3748606741428375,R_A3,2018-01-01,299.8141174316406
0.0,STANDARD,0,41,15,29,1630.8641357421875,300.11810302734375,15,0.49746906757354736,R_A3,2018-01-01,300.11810302734375
0.0,STANDARD,0,41,16,29,1632.5240478515625,300.2294006347656,16,0.8013138175010681,R_A3,2018-01-01,300.2294006347656
0.0,STANDARD,0,41,25,29,1634.756591796875,300.37908935546875,17,0.3922482430934906,R_A3,2018-01-01,300.37908935546875
0.0,STANDARD,0,41,26,29,1638.1688232421875,300.60784912109375,18,0.04353975132107735,R_A3,2018-01-01,300.60784912109375
0.0,STANDARD,0,41,27,29,1641.5809326171875,300.836669921875,19,0.04978259652853012,R_A3,2018-01-01,300.836669921875
0.0,STANDARD,0,41,28,29,1644.9931640625,301.0654602050781,20,0.6481541991233826,R_A3,2018-01-01,301.0654602050781
0.0,STANDARD,0,41,29,29,1648.4053955078125,301.2943115234375,21,0.2950480580329895,R_A3,2018-01-01,301.2943115234375
0.0,STANDARD,0,52,1,30,1631.2841796875,300.1462707519531,1,0.08687026053667068,R_A4,2018-01-01,300.1462707519531
0.0,STANDARD,0,52,1,31,1626.4075927734375,299.8193359375,2,0.24084028601646423,R_A4,2018-01-01,299.8193359375
0.0,STANDARD,0,52,2,31,1628.495849609375,299.9593200683594,3,0.04938482865691185,R_A4,2018-01-01,299.9593200683594
0.0,STANDARD,0,52,3,31,1630.5841064453125,300.0993347167969,4,0.05026943236589432,R_A4,2018-01-01,300.0993347167969
0.0,STANDARD,0,52,4,31,1632.6722412109375,300.23931884765625,5,0.05143393203616142,R_A4,2018-01-01,300.23931884765625
0.0,STANDARD,0,52,4,32,1631.48681640625,300.15985107421875,6,0.05313586816191673,R_A4,2018-01-01,300.15985107421875
0.0,STANDARD,0,52,5,32,1633.38232421875,300.28692626953125,7,0.053178612142801285,R_A4,2018-01-01,300.28692626953125
0.0,STANDARD,0,51,5,32,1636.234375,300.4781494140625,8,0.05498339980840683,R_A4,2018-01-01,300.4781494140625
0.0,STANDARD,0,51,4,32,1634.3663330078125,300.3529052734375,9,0.05504177510738373,R_A4,2018-01-01,300.3529052734375
0.0,STANDARD,0,51,4,33,1635.827880859375,300.4508972167969,10,0.05620032176375389,R_A4,2018-01-01,300.4508972167969
0.0,STANDARD,0,51,5,33,1637.7308349609375,300.5784912109375,11,0.05740651115775108,R_A4,2018-01-01,300.5784912109375
0.0,STANDARD,0,50,5,33,1641.831298828125,300.85345458984375,12,0.06249358877539635,R_A4,2018-01-01,300.85345458984375
0.0,STANDARD,0,50,5,34,1640.630859375,300.77294921875,13,0.060909438878297806,R_A4,2018-01-01,300.77294921875
0.0,STANDARD,0,50,4,34,1638.72509765625,300.6451721191406,14,0.11583109945058823,R_A4,2018-01-01,300.6451721191406
0.0,STANDARD,0,50,4,35,1639.502685546875,300.6972961425781,15,0.1178194135427475,R_A4,2018-01-01,300.6972961425781
0.0,STANDARD,0,50,3,35,1637.683837890625,300.5753479003906,16,0.22165730595588684,R_A4,2018-01-01,300.5753479003906
0.0,STANDARD,0,49,3,35,1642.44873046875,300.89483642578125,17,0.23145344853401184,R_A4,2018-01-01,300.89483642578125
0.0,STANDARD,0,49,28,36,1643.271728515625,300.9500427246094,18,0.18866631388664246,R_A4,2018-01-01,300.9500427246094
0.0,STANDARD,0,48,28,36,1643.3826904296875,300.9574890136719,19,0.054872412234544754,R_A4,2018-01-01,300.9574890136719
0.0,STANDARD,0,48,28,37,1649.157470703125,301.3447265625,20,0.29288989305496216,R_A4,2018-01-01,301.3447265625
0.0,STANDARD,0,48,28,38,1652.5584716796875,301.57281494140625,21,0.3745458126068115,R_A4,2018-01-01,301.57281494140625
0.0,STANDARD,0,47,28,38,1658.422119140625,301.9660949707031,22,0.7306762337684631,R_A4,2018-01-01,301.9660949707031
0.0,STANDARD,0,20,1,31,1685.9033203125,303.92718505859375,1,1.0,R_A5,2018-01-01,303.92718505859375
0.0,STANDARD,0,20,2,31,1688.0172119140625,304.12750244140625,2,1.0,R_A5,2018-01-01,304.12750244140625
0.0,STANDARD,0,20,3,31,1690.131103515625,304.32781982421875,3,1.0,R_A5,2018-01-01,304.32781982421875
0.0,STANDARD,0,20,4,31,1692.2449951171875,304.52813720703125,4,1.0,R_A5,2018-01-01,304.52813720703125
0.0,STANDARD,0,20,5,31,1694.35888671875,304.72845458984375,5,1.0,R_A5,2018-01-01,304.72845458984375
0.0,STANDARD,0,20,6,31,1696.47265625,304.92877197265625,6,1.0,R_A5,2018-01-01,304.92877197265625
0.0,STANDARD,0,20,7,31,1698.5865478515625,305.43487548828125,7,1.0,R_A5,2018-01-01,305.43487548828125
0.0,STANDARD,0,20,8,31,1700.700439453125,305.6352233886719,8,1.0,R_A5,2018-01-01,305.6352233886719
0.0,STANDARD,0,21,9,31,1695.6781005859375,305.1592712402344,9,1.0,R_A5,2018-01-01,305.1592712402344
0.0,STANDARD,0,21,10,31,1697.9931640625,305.378662109375,10,1.0,R_A5,2018-01-01,305.378662109375
0.0,STANDARD,0,21,11,31,1700.181640625,305.2803955078125,11,1.0,R_A5,2018-01-01,305.2803955078125
0.0,STANDARD,0,21,12,31,1702.2432861328125,305.47576904296875,12,1.0,R_A5,2018-01-01,305.47576904296875
0.0,STANDARD,0,21,13,31,1704.3050537109375,305.6831359863281,13,1.0,R_A5,2018-01-01,305.6831359863281
0.0,STANDARD,0,21,14,31,1706.3668212890625,305.8785095214844,14,1.0,R_A5,2018-01-01,305.8785095214844
0.0,STANDARD,0,21,15,31,1708.4285888671875,306.07391357421875,15,1.0,R_A5,2018-01-01,306.07391357421875
0.0,STANDARD,0,21,16,31,1710.4903564453125,306.4143371582031,16,1.0,R_A5,2018-01-01,306.4143371582031
0.0,STANDARD,0,21,17,31,1712.5386962890625,306.60845947265625,17,1.0,R_A5,2018-01-01,306.60845947265625
0.0,STANDARD,0,21,18,31,1713.853515625,306.7330627441406,18,1.0,R_A5,2018-01-01,306.7330627441406
0.0,STANDARD,0,21,19,31,1714.349853515625,306.78009033203125,19,1.0,R_A5,2018-01-01,306.78009033203125
0.0,STANDARD,0,21,25,31,1715.670654296875,306.7481689453125,20,1.0,R_A5,2018-01-01,306.7481689453125
0.0,STANDARD,0,21,26,31,1717.9140625,306.9607849121094,21,1.0,R_A5,2018-01-01,306.9607849121094
0.0,STANDARD,0,21,27,31,1720.157470703125,307.47918701171875,22,1.0,R_A5,2018-01-01,307.47918701171875
0.0,STANDARD,0,21,28,31,1722.40087890625,307.69183349609375,23,1.0,R_A5,2018-01-01,307.69183349609375
0.0,STANDARD,0,21,29,31,1724.6441650390625,307.9044494628906,24,1.0,R_A5,2018-01-01,307.9044494628906
0.0,STANDARD,0,42,1,17,1694.2081298828125,305.01995849609375,1,1.0,R_A6,2018-01-01,305.01995849609375
0.0,STANDARD,0,42,2,17,1695.74072265625,305.1651916503906,2,1.0,R_A6,2018-01-01,305.1651916503906
0.0,STANDARD,0,42,3,17,1697.2733154296875,305.3104248046875,3,1.0,R_A6,2018-01-01,305.3104248046875
0.0,STANDARD,0,42,4,17,1698.805908203125,305.4556884765625,4,1.0,R_A6,2018-01-01,305.4556884765625
0.0,STANDARD,0,42,5,17,1700.3385009765625,305.6009216308594,5,1.0,R_A6,2018-01-01,305.6009216308594
0.0,STANDARD,0,42,6,17,1701.87109375,305.4471130371094,6,1.0,R_A6,2018-01-01,305.4471130371094
0.0,STANDARD,0,42,7,17,1703.403564453125,305.59234619140625,7,1.0,R_A6,2018-01-01,305.59234619140625
0.0,STANDARD,0,42,8,17,1704.9361572265625,305.7375793457031,8,1.0,R_A6,2018-01-01,305.7375793457031
0.0,STANDARD,0,42,9,17,1706.4688720703125,306.181884765625,9,1.0,R_A6,2018-01-01,306.181884765625
0.0,STANDARD,0,42,10,17,1708.0013427734375,306.3271179199219,10,1.0,R_A6,2018-01-01,306.3271179199219
0.0,STANDARD,0,42,11,17,1709.911376953125,306.2024841308594,11,1.0,R_A6,2018-01-01,306.2024841308594
0.0,STANDARD,0,42,12,17,1712.1988525390625,306.41925048828125,12,1.0,R_A6,2018-01-01,306.41925048828125
0.0,STANDARD,0,42,13,17,1714.486328125,306.64801025390625,13,1.0,R_A6,2018-01-01,306.64801025390625
0.0,STANDARD,0,42,14,17,1716.7738037109375,306.86480712890625,14,1.0,R_A6,2018-01-01,306.86480712890625
0.0,STANDARD,0,42,15,17,1719.061279296875,307.08160400390625,15,1.0,R_A6,2018-01-01,307.08160400390625
0.0,STANDARD,0,42,16,17,1721.3487548828125,307.44342041015625,16,1.0,R_A6,2018-01-01,307.44342041015625
0.0,STANDARD,0,42,17,17,1723.63623046875,307.66021728515625,17,1.0,R_A6,2018-01-01,307.66021728515625
0.0,STANDARD,0,42,18,17,1725.1749267578125,307.8060607910156,18,1.0,R_A6,2018-01-01,307.8060607910156
0.0,STANDARD,0,42,25,17,1726.4237060546875,307.7673034667969,19,1.0,R_A6,2018-01-01,307.7673034667969
0.0,STANDARD,0,42,26,17,1728.131591796875,308.2349853515625,20,1.0,R_A6,2018-01-01,308.2349853515625
0.0,STANDARD,0,42,27,17,1729.8394775390625,308.3968505859375,21,1.0,R_A6,2018-01-01,308.3968505859375
0.0,STANDARD,0,42,28,17,1731.54736328125,308.5587158203125,22,1.0,R_A6,2018-01-01,308.5587158203125
0.0,STANDARD,0,42,29,17,1733.2552490234375,308.414794921875,23,1.0,R_A6,2018-01-01,308.414794921875
0.0,STANDARD,0,30,1,22,1638.87744140625,297.9989013671875,1,0.052999187260866165,R_A2,2018-03-01,297.9989013671875
0.0,STANDARD,0,30,2,22,1640.617431640625,298.115478515625,2,0.05339309945702553,R_A2,2018-03-01,298.115478515625
0.0,STANDARD,0,30,3,22,1642.3575439453125,298.2320861816406,3,0.05673331394791603,R_A2,2018-03-01,298.2320861816406
0.0,STANDARD,0,30,4,22,1644.0975341796875,298.3486633300781,4,0.06044483929872513,R_A2,2018-03-01,298.3486633300781
0.0,STANDARD,0,30,5,22,1645.837646484375,298.4652404785156,5,0.06341458857059479,R_A2,2018-03-01,298.4652404785156
0.0,STANDARD,0,30,6,22,1647.57763671875,298.5552978515625,6,0.6541754603385925,R_A2,2018-03-01,298.5552978515625
0.0,STANDARD,0,30,7,22,1649.317626953125,298.8463134765625,7,0.8619176745414734,R_A2,2018-03-01,298.8463134765625
0.0,STANDARD,0,30,8,22,1651.0577392578125,299.18756103515625,8,0.8442342281341553,R_A2,2018-03-01,299.18756103515625
0.0,STANDARD,0,30,9,22,1652.7977294921875,299.358642578125,9,0.11084582656621933,R_A2,2018-03-01,299.358642578125
0.0,STANDARD,0,30,10,22,1654.537841796875,299.4793701171875,10,0.15749907493591309,R_A2,2018-03-01,299.4793701171875
0.0,STANDARD,0,30,11,22,1656.410400390625,299.5016784667969,11,0.06508249044418335,R_A2,2018-03-01,299.5016784667969
0.0,STANDARD,0,30,12,22,1658.41552734375,299.6694641113281,12,0.065340556204319,R_A2,2018-03-01,299.6694641113281
0.0,STANDARD,0,30,13,22,1660.4207763671875,299.88232421875,13,0.41982725262641907,R_A2,2018-03-01,299.88232421875
0.0,STANDARD,0,30,14,22,1662.4259033203125,300.0180969238281,14,0.46456143260002136,R_A2,2018-03-01,300.0180969238281
0.0,STANDARD,0,30,15,22,1664.4310302734375,300.15869140625,15,0.888323962688446,R_A2,2018-03-01,300.15869140625
0.0,STANDARD,0,30,16,22,1666.436279296875,300.29803466796875,16,0.8966668844223022,R_A2,2018-03-01,300.29803466796875
0.0,STANDARD,0,29,16,22,1671.6944580078125,300.69580078125,17,0.9410157799720764,R_A2,2018-03-01,300.69580078125
0.0,STANDARD,0,29,17,22,1673.8543701171875,300.8404846191406,18,0.9247708320617676,R_A2,2018-03-01,300.8404846191406
0.0,STANDARD,0,29,18,22,1675.6392822265625,300.96014404296875,19,0.9711093902587891,R_A2,2018-03-01,300.96014404296875
0.0,STANDARD,0,29,25,22,1677.2227783203125,301.878662109375,20,0.653411865234375,R_A2,2018-03-01,301.878662109375
0.0,STANDARD,0,29,26,22,1678.9796142578125,302.0572814941406,21,0.6483063697814941,R_A2,2018-03-01,302.0572814941406
-4.209374277093503e-15,STANDARD,0,29,27,22,1680.736572265625,302.48577880859375,22,1.0,R_A2,2018-03-01,302.48577880859375
-5.510360132868642e-15,STANDARD,0,29,28,22,1682.493408203125,302.8241271972656,23,1.0,R_A2,2018-03-01,302.8241271972656
-9.22965028848921e-08,STANDARD,0,29,29,22,1684.250244140625,302.5106506347656,24,0.9999990463256836,R_A2,2018-03-01,302.5106506347656
-2.4298849599091454e-09,STANDARD,0,20,1,31,1685.9033203125,280.50030517578125,1,0.9999999403953552,R_A5,2018-04-28,280.50030517578125
-2.6489690441167113e-09,STANDARD,0,20,2,31,1688.0172119140625,280.70050048828125,2,0.9999999403953552,R_A5,2018-04-28,280.70050048828125
-2.371491003572146e-09,STANDARD,0,20,3,31,1690.131103515625,280.90057373046875,3,0.9999999403953552,R_A5,2018-04-28,280.90057373046875
-2.9134683554588037e-09,STANDARD,0,20,4,31,1692.2449951171875,281.1007385253906,4,0.9999999403953552,R_A5,2018-04-28,281.1007385253906
-2.6597963831420657e-09,STANDARD,0,20,5,31,1694.35888671875,281.3008728027344,5,0.9999999403953552,R_A5,2018-04-28,281.3008728027344
-1.70878400318486e-09,STANDARD,0,20,6,31,1696.47265625,281.5008850097656,6,0.9999999403953552,R_A5,2018-04-28,281.5008850097656
-1.4011649479561683e-11,STANDARD,0,20,7,31,1698.5865478515625,282.0361022949219,7,1.0,R_A5,2018-04-28,282.0361022949219
-1.690777552687539e-11,STANDARD,0,20,8,31,1700.700439453125,282.2735595703125,8,1.0,R_A5,2018-04-28,282.2735595703125
-2.3539687560303335e-11,STANDARD,0,21,9,31,1695.6781005859375,281.2787170410156,9,1.0,R_A5,2018-04-28,281.2787170410156
-4.375625567171887e-13,STANDARD,0,21,10,31,1697.9931640625,281.1573181152344,10,1.0,R_A5,2018-04-28,281.1573181152344
-1.3510913221548293e-10,STANDARD,0,21,11,31,1700.181640625,278.79229736328125,11,1.0,R_A5,2018-04-28,278.79229736328125
-2.9158811476470703e-10,STANDARD,0,21,12,31,1702.2432861328125,279.0190734863281,12,1.0,R_A5,2018-04-28,279.0190734863281
-8.429368314466501e-12,STANDARD,0,21,13,31,1704.3050537109375,279.2274475097656,13,1.0,R_A5,2018-04-28,279.2274475097656
-1.1005253999774034e-11,STANDARD,0,21,14,31,1706.3668212890625,279.4254455566406,14,1.0,R_A5,2018-04-28,279.4254455566406
-3.146244332771775e-12,STANDARD,0,21,15,31,1708.4285888671875,279.6229553222656,15,1.0,R_A5,2018-04-28,279.6229553222656
-5.58991709257578e-13,STANDARD,0,21,16,31,1710.4903564453125,279.9718933105469,16,1.0,R_A5,2018-04-28,279.9718933105469
-7.508244785452145e-13,STANDARD,0,21,17,31,1712.5386962890625,280.1743469238281,17,1.0,R_A5,2018-04-28,280.1743469238281
-4.7977144684103936e-15,STANDARD,0,21,18,31,1713.853515625,280.30096435546875,18,1.0,R_A5,2018-04-28,280.30096435546875
0.0,STANDARD,0,21,19,31,1714.349853515625,280.3487548828125,19,1.0,R_A5,2018-04-28,280.3487548828125
-5.006384629774319e-12,STANDARD,0,21,25,31,1715.670654296875,285.50469970703125,20,1.0,R_A5,2018-04-28,285.50469970703125
-4.550883107856674e-12,STANDARD,0,21,26,31,1717.9140625,285.7506103515625,21,1.0,R_A5,2018-04-28,285.7506103515625
-2.641283597134085e-19,STANDARD,0,21,27,31,1720.157470703125,296.4674987792969,22,1.0,R_A5,2018-04-28,296.4674987792969
-1.2809595575528836e-21,STANDARD,0,21,28,31,1722.40087890625,304.1300354003906,23,1.0,R_A5,2018-04-28,304.1300354003906
1.8930162613956543e-23,STANDARD,0,21,29,31,1724.6441650390625,307.0005187988281,24,1.0,R_A5,2018-04-28,307.0005187988281
0.0,STANDARD,0,41,1,28,1608.424560546875,279.4281311035156,1,0.6497621536254883,R_A3,2018-07-03,279.4281311035156
0.0,STANDARD,0,41,2,28,1610.413818359375,279.5636901855469,2,0.1477765440940857,R_A3,2018-07-03,279.5636901855469
0.0,STANDARD,0,41,3,28,1612.403076171875,279.69635009765625,3,0.11854594945907593,R_A3,2018-07-03,279.69635009765625
0.0,STANDARD,0,41,4,28,1614.3924560546875,279.82904052734375,4,0.11972805857658386,R_A3,2018-07-03,279.82904052734375
0.0,STANDARD,0,41,4,29,1607.6988525390625,279.291015625,5,0.27296683192253113,R_A3,2018-07-03,279.291015625
0.0,STANDARD,0,41,5,29,1609.6929931640625,279.58416748046875,6,0.8044578433036804,R_A3,2018-07-03,279.58416748046875
0.0,STANDARD,0,41,6,29,1611.687255859375,279.7085266113281,7,0.6510246992111206,R_A3,2018-07-03,279.7085266113281
0.0,STANDARD,0,41,7,29,1613.681396484375,279.87615966796875,8,0.1982288509607315,R_A3,2018-07-03,279.87615966796875
0.0,STANDARD,0,41,8,29,1615.6756591796875,280.00933837890625,9,0.1996677964925766,R_A3,2018-07-03,280.00933837890625
0.0,STANDARD,0,41,9,29,1617.669921875,280.24212646484375,10,0.796924352645874,R_A3,2018-07-03,280.24212646484375
0.0,STANDARD,0,41,10,29,1619.6641845703125,282.93438720703125,11,0.7926650643348694,R_A3,2018-07-03,282.93438720703125
0.0,STANDARD,0,41,11,29,1621.794921875,285.9193420410156,12,0.04828185215592384,R_A3,2018-07-03,285.9193420410156
0.0,STANDARD,0,41,12,29,1624.062255859375,286.07080078125,13,0.05442299693822861,R_A3,2018-07-03,286.07080078125
0.0,STANDARD,0,41,13,29,1626.32958984375,286.2232971191406,14,0.37526726722717285,R_A3,2018-07-03,286.2232971191406
0.0,STANDARD,0,41,15,29,1630.8641357421875,287.7085876464844,15,0.49700209498405457,R_A3,2018-07-03,287.7085876464844
0.0,STANDARD,0,41,16,29,1632.5240478515625,287.825439453125,16,0.8005921840667725,R_A3,2018-07-03,287.825439453125
0.0,STANDARD,0,41,25,29,1634.756591796875,285.8858947753906,17,0.38109585642814636,R_A3,2018-07-03,285.8858947753906
0.0,STANDARD,0,41,26,29,1638.1688232421875,286.0508117675781,18,0.044178836047649384,R_A3,2018-07-03,286.0508117675781
0.0,STANDARD,0,41,27,29,1641.5809326171875,286.27886962890625,19,0.05030126869678497,R_A3,2018-07-03,286.27886962890625
0.0,STANDARD,0,41,28,29,1644.9931640625,286.5204162597656,20,0.6542107462882996,R_A3,2018-07-03,286.5204162597656
0.0,STANDARD,0,41,29,29,1648.4053955078125,286.76708984375,21,0.2901022434234619,R_A3,2018-07-03,286.76708984375
0.0,STANDARD,0,52,1,30,1631.2841796875,279.0091552734375,1,0.08716721087694168,R_A4,2018-09-12,279.0091552734375
0.0,STANDARD,0,52,1,31,1626.4075927734375,278.7718811035156,2,0.24050000309944153,R_A4,2018-09-12,278.7718811035156
0.0,STANDARD,0,52,2,31,1628.495849609375,278.91094970703125,3,0.04935871437191963,R_A4,2018-09-12,278.91094970703125
0.0,STANDARD,0,52,3,31,1630.5841064453125,279.050048828125,4,0.05025973543524742,R_A4,2018-09-12,279.050048828125
0.0,STANDARD,0,52,4,31,1632.6722412109375,279.1891784667969,5,0.05142743140459061,R_A4,2018-09-12,279.1891784667969
0.0,STANDARD,0,52,4,32,1631.48681640625,279.1975402832031,6,0.0532667301595211,R_A4,2018-09-12,279.1975402832031
0.0,STANDARD,0,52,5,32,1633.38232421875,279.3239440917969,7,0.05331133306026459,R_A4,2018-09-12,279.3239440917969
0.0,STANDARD,0,51,5,32,1636.234375,279.4630432128906,8,0.05502825602889061,R_A4,2018-09-12,279.4630432128906
0.0,STANDARD,0,51,4,32,1634.3663330078125,279.33843994140625,9,0.05507761612534523,R_A4,2018-09-12,279.33843994140625
0.0,STANDARD,0,51,4,33,1635.827880859375,279.4913635253906,10,0.05639096349477768,R_A4,2018-09-12,279.4913635253906
0.0,STANDARD,0,51,5,33,1637.7308349609375,279.6182556152344,11,0.057596802711486816,R_A4,2018-09-12,279.6182556152344
0.0,STANDARD,0,50,5,33,1641.831298828125,279.8541564941406,12,0.06268495321273804,R_A4,2018-09-12,279.8541564941406
0.0,STANDARD,0,50,5,34,1640.630859375,279.78582763671875,13,0.06107866391539574,R_A4,2018-09-12,279.78582763671875
0.0,STANDARD,0,50,4,34,1638.72509765625,279.65887451171875,14,0.11596550047397614,R_A4,2018-09-12,279.65887451171875
0.0,STANDARD,0,50,4,35,1639.502685546875,279.6727294921875,15,0.1180163025856018,R_A4,2018-09-12,279.6727294921875
0.0,STANDARD,0,50,3,35,1637.683837890625,279.55328369140625,16,0.2218628078699112,R_A4,2018-09-12,279.55328369140625
0.0,STANDARD,0,49,3,35,1642.44873046875,279.7748718261719,17,0.23116478323936462,R_A4,2018-09-12,279.7748718261719
0.0,STANDARD,0,49,28,36,1643.271728515625,276.1092834472656,18,0.1838749200105667,R_A4,2018-09-12,276.1092834472656
0.0,STANDARD,0,48,28,36,1643.3826904296875,275.6497802734375,19,0.0658266693353653,R_A4,2018-09-12,275.6497802734375
0.0,STANDARD,0,48,28,37,1649.157470703125,276.58465576171875,20,0.2832874059677124,R_A4,2018-09-12,276.58465576171875
0.0,STANDARD,0,48,28,38,1652.5584716796875,277.4390563964844,21,0.30687659978866577,R_A4,2018-09-12,277.4390563964844
0.0,STANDARD,0,47,28,38,1658.422119140625,277.5056457519531,22,0.7230041027069092,R_A4,2018-09-12,277.5056457519531
5.971247530722062e-14,STANDARD,0,42,1,17,1694.2081298828125,277.3681945800781,1,1.0,R_A6,2018-11-07,277.3681945800781
2.785741099874551e-14,STANDARD,0,42,2,17,1695.74072265625,277.5123291015625,2,1.0,R_A6,2018-11-07,277.5123291015625
2.596259490760585e-14,STANDARD,0,42,3,17,1697.2733154296875,277.6545104980469,3,1.0,R_A6,2018-11-07,277.6545104980469
1.6079124793774713e-14,STANDARD,0,42,4,17,1698.805908203125,277.7935791015625,4,1.0,R_A6,2018-11-07,277.7935791015625
2.4097785805655622e-14,STANDARD,0,42,5,17,1700.3385009765625,277.9306335449219,5,1.0,R_A6,2018-11-07,277.9306335449219
1.2550383909210039e-12,STANDARD,0,42,6,17,1701.87109375,277.7728271484375,6,1.0,R_A6,2018-11-07,277.7728271484375
2.332940698263064e-12,STANDARD,0,42,7,17,1703.403564453125,277.91790771484375,7,1.0,R_A6,2018-11-07,277.91790771484375
7.059424117321356e-13,STANDARD,0,42,8,17,1704.9361572265625,278.0658264160156,8,1.0,R_A6,2018-11-07,278.0658264160156
8.893149346274332e-14,STANDARD,0,42,9,17,1706.4688720703125,278.511962890625,9,1.0,R_A6,2018-11-07,278.511962890625
