ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6383490,994352,541634,377708,53181321
Valysar,CentralSouth,50426063,10025680,7669996,5348672,753093055
Valysar,CentralNorth,27501302,5105098,3546507,2473157,348220494
Valysar,NorthHorst,2640829,328670,125040,76806,15046245
Valysar,CentralRamp,13401981,2350399,1731796,1207668,170039677
Valysar,CentralHorst,73376696,11914935,8925486,6224189,876365785
Valysar,EastLowland,6909860,904966,423506,295332,41582778
Therys,WestLowland,3201173,565474,282346,196894,27722690
Therys,CentralSouth,2746674,706904,490218,341853,48132971
Therys,CentralNorth,10785351,2129884,1106940,771925,108686982
Therys,NorthHorst,6586163,931820,363784,223454,43774693
Therys,CentralRamp,6641501,1572794,1157583,807240,113659463
Therys,CentralHorst,21622931,5490310,4248977,2963024,417193821
Therys,EastLowland,4484,145,0,0,0
Volon,WestLowland,557838,87726,47696,33261,4683168
Volon,CentralSouth,23014163,3753963,2426008,1691777,238202228
Volon,CentralNorth,501505,63862,19877,13861,1951627
Volon,NorthHorst,5390249,926441,626328,384722,75367076
Volon,CentralRamp,10996934,2024423,1478725,1031189,145191427
Volon,CentralHorst,74075758,13306319,10310512,7190036,1012357113
Volon,EastLowland,0,0,0,0,0
