ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6399869,996848,584070,407301,57348038
Valysar,CentralSouth,50434308,10046644,7797141,5437337,765577059
Valysar,CentralNorth,27499984,5109937,3624417,2527487,355870216
Valysar,NorthHorst,2646970,333661,145339,89275,17488929
Valysar,CentralRamp,13401292,2350283,1731713,1207610,170031508
Valysar,CentralHorst,73395461,11913408,8960291,6248459,879783105
Valysar,EastLowland,6935580,909544,451351,314749,44316709
Therys,WestLowland,3204857,566470,306347,213631,30079299
Therys,CentralSouth,2754936,708195,524497,365758,51498685
Therys,CentralNorth,10794819,2130262,1157354,807081,113636996
Therys,NorthHorst,6597157,933131,375815,230844,45222410
Therys,CentralRamp,6639400,1572943,1157860,807434,113686718
Therys,CentralHorst,21615346,5487864,4284534,2987820,420685042
Therys,EastLowland,4483,0,0,0,0
Volon,WestLowland,559482,88473,52275,36454,5132730
Volon,CentralSouth,23023895,3719635,2612490,1821820,256512238
Volon,CentralNorth,510543,60427,25133,17526,2467713
Volon,NorthHorst,5378107,925734,648811,398533,78072523
Volon,CentralRamp,10986714,2019998,1516001,1057183,148851399
Volon,CentralHorst,74061302,13295031,10443789,7282977,1025443201
Volon,EastLowland,0,0,0,0,0
