CONJPOS,SWAT,DRAWDOWN,WELLMODEL,DEPTH,WELL,CONIDX,CONKPOS,CONBPRES,DATE,SGAS,PRESSURE,CONIPOS
51,0.06231894716620445,0,STANDARD,1638.7529296875,R_A4,9,6,283.1506652832031,2018-09-12,0.0,283.1506652832031,32
51,0.06070101633667946,0,STANDARD,1637.0028076171875,R_A4,10,5,283.03387451171875,2018-09-12,0.0,283.03387451171875,32
51,0.05818535014986992,0,STANDARD,1636.666015625,R_A4,11,6,283.2287902832031,2018-09-12,0.0,283.2287902832031,33
51,0.0599697045981884,0,STANDARD,1634.8690185546875,R_A4,12,5,283.1089172363281,2018-09-12,0.0,283.1089172363281,33
50,0.06623031198978424,0,STANDARD,1643.859375,R_A4,13,5,283.55755615234375,2018-09-12,0.0,283.55755615234375,33
50,0.06733222305774689,0,STANDARD,1641.9300537109375,R_A4,14,5,283.642578125,2018-09-12,0.0,283.642578125,34
50,0.06747854501008987,0,STANDARD,1640.130615234375,R_A4,15,4,283.5224304199219,2018-09-12,0.0,283.5224304199219,34
50,0.06348736584186554,0,STANDARD,1638.331298828125,R_A4,16,3,283.40240478515625,2018-09-12,0.0,283.40240478515625,34
50,0.06020275503396988,0,STANDARD,1638.355712890625,R_A4,17,3,283.6060791015625,2018-09-12,0.0,283.6060791015625,35
50,0.20969201624393463,0,STANDARD,1636.60986328125,R_A4,18,2,283.4898376464844,2018-09-12,0.0,283.4898376464844,35
49,0.16870689392089844,0,STANDARD,1644.3271484375,R_A4,19,2,283.8686218261719,2018-09-12,0.0,283.8686218261719,35
49,0.6615810394287109,0,STANDARD,1642.5582275390625,R_A4,20,30,285.403564453125,2018-09-12,0.0,285.403564453125,36
48,0.669876754283905,0,STANDARD,1639.812744140625,R_A4,21,30,285.1532897949219,2018-09-12,0.0,285.1532897949219,36
48,0.6828257441520691,0,STANDARD,1646.7291259765625,R_A4,22,30,285.7449035644531,2018-09-12,0.0,285.7449035644531,37
48,0.20452208817005157,0,STANDARD,1653.2471923828125,R_A4,23,30,286.2237854003906,2018-09-12,0.0,286.2237854003906,38
47,0.2032659351825714,0,STANDARD,1654.08447265625,R_A4,24,30,286.2825927734375,2018-09-12,0.0,286.2825927734375,38
42,1.0,0,STANDARD,1694.1590576171875,R_A6,1,1,278.2523193359375,2018-11-07,-1.9907769037203518e-17,278.2523193359375,17
42,1.0,0,STANDARD,1695.694580078125,R_A6,2,2,278.3836364746094,2018-11-07,-8.027972409501309e-19,278.3836364746094,17
42,1.0,0,STANDARD,1697.2301025390625,R_A6,3,3,278.5014953613281,2018-11-07,-5.526566863407531e-19,278.5014953613281,17
42,1.0,0,STANDARD,1698.765625,R_A6,4,4,278.6082763671875,2018-11-07,-3.8479198740108604e-19,278.6082763671875,17
42,1.0,0,STANDARD,1700.301025390625,R_A6,5,5,278.71490478515625,2018-11-07,-4.515242404815246e-19,278.71490478515625,17
42,1.0,0,STANDARD,1701.8365478515625,R_A6,6,6,278.83184814453125,2018-11-07,-9.685718354276355e-19,278.83184814453125,17
42,1.0,0,STANDARD,1703.3720703125,R_A6,7,7,278.6524658203125,2018-11-07,-1.8306580636233596e-17,278.6524658203125,17
