CONBPRES,CONJPOS,CONKPOS,CONIPOS,DEPTH,PRESSURE,DRAWDOWN,SWAT,WELLMODEL,SGAS,WELL,DATE,CONIDX
300.67578125,50,4,34,1641.132080078125,300.67578125,0,0.06255592405796051,STANDARD,0.0,R_A4,2018-01-01,11
300.5467224121094,50,3,34,1639.20703125,300.5467224121094,0,0.1182539239525795,STANDARD,0.0,R_A4,2018-01-01,12
300.66064453125,50,3,35,1640.9061279296875,300.66064453125,0,0.10039374977350235,STANDARD,0.0,R_A4,2018-01-01,13
300.53570556640625,50,2,35,1639.0426025390625,300.53570556640625,0,0.18232817947864532,STANDARD,0.0,R_A4,2018-01-01,14
300.72943115234375,49,2,35,1641.93212890625,300.72943115234375,0,0.23937761783599854,STANDARD,0.0,R_A4,2018-01-01,15
300.7579650878906,49,30,36,1642.357421875,300.7579650878906,0,0.05827876925468445,STANDARD,0.0,R_A4,2018-01-01,16
300.5735168457031,48,30,36,1639.6068115234375,300.5735168457031,0,0.6481541991233826,STANDARD,0.0,R_A4,2018-01-01,17
301.0526123046875,48,30,37,1646.7513427734375,301.0526123046875,0,0.05980163440108299,STANDARD,0.0,R_A4,2018-01-01,18
301.5025939941406,48,30,38,1653.461669921875,301.5025939941406,0,0.10777666419744492,STANDARD,0.0,R_A4,2018-01-01,19
301.7947998046875,47,30,38,1657.8184814453125,301.7947998046875,0,0.07282351702451706,STANDARD,0.0,R_A4,2018-01-01,20
303.8440856933594,20,1,31,1685.026611328125,303.8440856933594,0,1.0,STANDARD,0.0,R_A5,2018-01-01,1
304.0601806640625,20,2,31,1687.3070068359375,304.0601806640625,0,1.0,STANDARD,0.0,R_A5,2018-01-01,2
304.27630615234375,20,3,31,1689.5875244140625,304.27630615234375,0,1.0,STANDARD,0.0,R_A5,2018-01-01,3
304.4924011230469,20,4,31,1691.8680419921875,304.4924011230469,0,1.0,STANDARD,0.0,R_A5,2018-01-01,4
304.7085266113281,20,5,31,1694.1485595703125,304.7085266113281,0,1.0,STANDARD,0.0,R_A5,2018-01-01,5
304.9246520996094,20,6,31,1696.4290771484375,304.9246520996094,0,1.0,STANDARD,0.0,R_A5,2018-01-01,6
305.446533203125,20,7,31,1698.70947265625,305.446533203125,0,1.0,STANDARD,0.0,R_A5,2018-01-01,7
305.988037109375,20,11,31,1707.6488037109375,305.988037109375,0,1.0,STANDARD,0.0,R_A5,2018-01-01,8
306.1695251464844,20,12,31,1709.5638427734375,306.1695251464844,0,1.0,STANDARD,0.0,R_A5,2018-01-01,9
305.4322814941406,21,12,31,1701.7845458984375,305.4322814941406,0,1.0,STANDARD,0.0,R_A5,2018-01-01,10
305.6291198730469,21,13,31,1703.735107421875,305.6291198730469,0,1.0,STANDARD,0.0,R_A5,2018-01-01,11
305.81396484375,21,14,31,1705.6856689453125,305.81396484375,0,1.0,STANDARD,0.0,R_A5,2018-01-01,12
305.9988098144531,21,15,31,1707.63623046875,305.9988098144531,0,1.0,STANDARD,0.0,R_A5,2018-01-01,13
306.3287048339844,21,16,31,1709.5867919921875,306.3287048339844,0,1.0,STANDARD,0.0,R_A5,2018-01-01,14
306.5135498046875,21,17,31,1711.537353515625,306.5135498046875,0,1.0,STANDARD,0.0,R_A5,2018-01-01,15
306.6856994628906,21,18,31,1713.35400390625,306.6856994628906,0,1.0,STANDARD,0.0,R_A5,2018-01-01,16
306.7843933105469,21,19,31,1714.3951416015625,306.7843933105469,0,1.0,STANDARD,0.0,R_A5,2018-01-01,17
306.75689697265625,21,27,31,1715.7628173828125,306.75689697265625,0,1.0,STANDARD,0.0,R_A5,2018-01-01,18
306.978271484375,21,28,31,1718.098388671875,306.978271484375,0,1.0,STANDARD,0.0,R_A5,2018-01-01,19
307.5054016113281,21,29,31,1720.43408203125,307.5054016113281,0,1.0,STANDARD,0.0,R_A5,2018-01-01,20
307.7267761230469,21,30,31,1722.7696533203125,307.7267761230469,0,1.0,STANDARD,0.0,R_A5,2018-01-01,21
307.9481506347656,21,31,31,1725.105224609375,307.9481506347656,0,1.0,STANDARD,0.0,R_A5,2018-01-01,22
305.11419677734375,42,1,17,1695.20263671875,305.11419677734375,0,1.0,STANDARD,0.0,R_A6,2018-01-01,1
305.2609558105469,42,2,17,1696.7510986328125,305.2609558105469,0,1.0,STANDARD,0.0,R_A6,2018-01-01,2
305.4076843261719,42,3,17,1698.299560546875,305.4076843261719,0,1.0,STANDARD,0.0,R_A6,2018-01-01,3
305.554443359375,42,4,17,1699.84814453125,305.554443359375,0,1.0,STANDARD,0.0,R_A6,2018-01-01,4
305.7012023925781,42,5,17,1701.3966064453125,305.7012023925781,0,1.0,STANDARD,0.0,R_A6,2018-01-01,5
305.84796142578125,42,6,17,1702.9451904296875,305.84796142578125,0,1.0,STANDARD,0.0,R_A6,2018-01-01,6
305.6956481933594,42,7,17,1704.49365234375,305.6956481933594,0,1.0,STANDARD,0.0,R_A6,2018-01-01,7
306.1414489746094,42,8,17,1706.042236328125,306.1414489746094,0,1.0,STANDARD,0.0,R_A6,2018-01-01,8
306.2882080078125,42,9,17,1707.5906982421875,306.2882080078125,0,1.0,STANDARD,0.0,R_A6,2018-01-01,9
306.1291809082031,42,10,17,1709.1392822265625,306.1291809082031,0,1.0,STANDARD,0.0,R_A6,2018-01-01,10
306.3109130859375,42,11,17,1711.055419921875,306.3109130859375,0,1.0,STANDARD,0.0,R_A6,2018-01-01,11
306.52734375,42,12,17,1713.3392333984375,306.52734375,0,1.0,STANDARD,0.0,R_A6,2018-01-01,12
306.7557678222656,42,13,17,1715.623046875,306.7557678222656,0,1.0,STANDARD,0.0,R_A6,2018-01-01,13
306.9721984863281,42,14,17,1717.9068603515625,306.9721984863281,0,1.0,STANDARD,0.0,R_A6,2018-01-01,14
307.18865966796875,42,15,17,1720.190673828125,307.18865966796875,0,1.0,STANDARD,0.0,R_A6,2018-01-01,15
307.55010986328125,42,16,17,1722.474365234375,307.55010986328125,0,1.0,STANDARD,0.0,R_A6,2018-01-01,16
307.7665710449219,42,17,17,1724.7581787109375,307.7665710449219,0,1.0,STANDARD,0.0,R_A6,2018-01-01,17
307.921630859375,42,18,17,1726.394287109375,307.921630859375,0,1.0,STANDARD,0.0,R_A6,2018-01-01,18
307.8930969238281,42,27,17,1727.7508544921875,307.8930969238281,0,1.0,STANDARD,0.0,R_A6,2018-01-01,19
308.3623352050781,42,28,17,1729.4755859375,308.3623352050781,0,1.0,STANDARD,0.0,R_A6,2018-01-01,20
308.22003173828125,42,29,17,1731.2001953125,308.22003173828125,0,1.0,STANDARD,0.0,R_A6,2018-01-01,21
308.68927001953125,42,30,17,1732.9249267578125,308.68927001953125,0,1.0,STANDARD,0.0,R_A6,2018-01-01,22
308.5469665527344,42,31,17,1734.649658203125,308.5469665527344,0,1.0,STANDARD,0.0,R_A6,2018-01-01,23
298.42254638671875,30,1,22,1641.094970703125,298.42254638671875,0,0.056835662573575974,STANDARD,0.0,R_A2,2018-03-01,1
298.54278564453125,30,2,22,1642.8890380859375,298.54278564453125,0,0.059880442917346954,STANDARD,0.0,R_A2,2018-03-01,2
298.6629943847656,30,3,22,1644.68310546875,298.6629943847656,0,0.06266208738088608,STANDARD,0.0,R_A2,2018-03-01,3
298.7832336425781,30,4,22,1646.4771728515625,298.7832336425781,0,0.0665140450000763,STANDARD,0.0,R_A2,2018-03-01,4
298.9034423828125,30,5,22,1648.2713623046875,298.9034423828125,0,0.07090845704078674,STANDARD,0.0,R_A2,2018-03-01,5
299.0236511230469,30,6,22,1650.0654296875,299.0236511230469,0,0.23946867883205414,STANDARD,0.0,R_A2,2018-03-01,6
299.1529235839844,30,7,22,1651.859619140625,299.1529235839844,0,0.8950658440589905,STANDARD,0.0,R_A2,2018-03-01,7
299.2803649902344,30,8,22,1653.6536865234375,299.2803649902344,0,0.8684249520301819,STANDARD,0.0,R_A2,2018-03-01,8
299.4071044921875,30,9,22,1655.44775390625,299.4071044921875,0,0.8944942355155945,STANDARD,0.0,R_A2,2018-03-01,9
299.7114562988281,30,10,22,1657.2418212890625,299.7114562988281,0,0.906171441078186,STANDARD,0.0,R_A2,2018-03-01,10
299.878662109375,30,11,22,1659.1368408203125,299.878662109375,0,0.07780788093805313,STANDARD,0.0,R_A2,2018-03-01,11
300.0124206542969,30,12,22,1661.132568359375,300.0124206542969,0,0.08119276911020279,STANDARD,0.0,R_A2,2018-03-01,12
300.1475524902344,30,13,22,1663.12841796875,300.1475524902344,0,0.46368974447250366,STANDARD,0.0,R_A2,2018-03-01,13
300.28375244140625,30,14,22,1665.1241455078125,300.28375244140625,0,0.508236289024353,STANDARD,0.0,R_A2,2018-03-01,14
300.4212951660156,30,15,22,1667.1199951171875,300.4212951660156,0,0.6799116730690002,STANDARD,0.0,R_A2,2018-03-01,15
300.5555419921875,30,16,22,1669.11572265625,300.5555419921875,0,0.9764847159385681,STANDARD,0.0,R_A2,2018-03-01,16
300.6899719238281,30,17,22,1671.111572265625,300.6899719238281,0,0.9520865678787231,STANDARD,0.0,R_A2,2018-03-01,17
300.8160095214844,30,18,22,1672.9881591796875,300.8160095214844,0,0.9803770184516907,STANDARD,0.0,R_A2,2018-03-01,18
300.787353515625,29,18,22,1674.229736328125,300.787353515625,0,0.992099940776825,STANDARD,0.0,R_A2,2018-03-01,19
301.1383361816406,29,27,22,1676.1676025390625,301.1383361816406,0,0.44448572397232056,STANDARD,0.0,R_A2,2018-03-01,20
302.3248291015625,29,28,22,1677.9368896484375,302.3248291015625,0,1.0,STANDARD,8.73198431963762e-13,R_A2,2018-03-01,21
303.1709899902344,29,29,22,1679.7061767578125,303.1709899902344,0,1.0,STANDARD,1.894816091139659e-15,R_A2,2018-03-01,22
303.6156005859375,29,30,22,1681.4754638671875,303.6156005859375,0,1.0,STANDARD,-6.662628284808726e-16,R_A2,2018-03-01,23
303.8779602050781,29,31,22,1683.2447509765625,303.8779602050781,0,1.0,STANDARD,-1.8745426751844824e-16,R_A2,2018-03-01,24
274.7652282714844,20,1,31,1685.026611328125,274.7652282714844,0,1.0,STANDARD,-1.3354877100024698e-14,R_A5,2018-04-28,1
274.9811706542969,20,2,31,1687.3070068359375,274.9811706542969,0,1.0,STANDARD,-1.106120844061604e-14,R_A5,2018-04-28,2
275.19671630859375,20,3,31,1689.5875244140625,275.19671630859375,0,1.0,STANDARD,-1.0808194617073497e-14,R_A5,2018-04-28,3
275.4120178222656,20,4,31,1691.8680419921875,275.4120178222656,0,1.0,STANDARD,-1.160672222260328e-14,R_A5,2018-04-28,4
275.62762451171875,20,5,31,1694.1485595703125,275.62762451171875,0,1.0,STANDARD,-1.1131653629740338e-14,R_A5,2018-04-28,5
275.8433837890625,20,6,31,1696.4290771484375,275.8433837890625,0,1.0,STANDARD,-1.1140567804477242e-14,R_A5,2018-04-28,6
276.383056640625,20,7,31,1698.70947265625,276.383056640625,0,1.0,STANDARD,-2.800827942511276e-15,R_A5,2018-04-28,7
277.29486083984375,20,11,31,1707.6488037109375,277.29486083984375,0,1.0,STANDARD,-1.0284708197930148e-12,R_A5,2018-04-28,8
277.8463439941406,20,12,31,1709.5638427734375,277.8463439941406,0,1.0,STANDARD,-2.1719273515102833e-12,R_A5,2018-04-28,9
276.1834716796875,21,12,31,1701.7845458984375,276.1834716796875,0,1.0,STANDARD,-1.016975652995411e-11,R_A5,2018-04-28,10
276.3826599121094,21,13,31,1703.735107421875,276.3826599121094,0,1.0,STANDARD,-6.144777069984342e-13,R_A5,2018-04-28,11
276.57147216796875,21,14,31,1705.6856689453125,276.57147216796875,0,1.0,STANDARD,-8.472580276253083e-13,R_A5,2018-04-28,12
276.77435302734375,21,15,31,1707.63623046875,276.77435302734375,0,1.0,STANDARD,-1.5934008398745675e-13,R_A5,2018-04-28,13
277.1803283691406,21,16,31,1709.5867919921875,277.1803283691406,0,1.0,STANDARD,-1.696045105574473e-13,R_A5,2018-04-28,14
277.5514831542969,21,17,31,1711.537353515625,277.5514831542969,0,1.0,STANDARD,-3.478018925379828e-14,R_A5,2018-04-28,15
277.9412841796875,21,18,31,1713.35400390625,277.9412841796875,0,1.0,STANDARD,-4.10924719002493e-14,R_A5,2018-04-28,16
278.1582336425781,21,19,31,1714.3951416015625,278.1582336425781,0,1.0,STANDARD,0.0,R_A5,2018-04-28,17
278.195068359375,21,27,31,1715.7628173828125,278.195068359375,0,1.0,STANDARD,-5.099775202827006e-12,R_A5,2018-04-28,18
278.4549560546875,21,28,31,1718.098388671875,278.4549560546875,0,1.0,STANDARD,-6.3382823295432544e-12,R_A5,2018-04-28,19
279.5001525878906,21,29,31,1720.43408203125,279.5001525878906,0,1.0,STANDARD,-3.1743186638261145e-12,R_A5,2018-04-28,20
292.0429992675781,21,30,31,1722.7696533203125,292.0429992675781,0,1.0,STANDARD,-2.5990360607912177e-17,R_A5,2018-04-28,21
302.4086608886719,21,31,31,1725.105224609375,302.4086608886719,0,1.0,STANDARD,-8.447686695744071e-20,R_A5,2018-04-28,22
282.00018310546875,41,1,28,1609.243408203125,282.00018310546875,0,0.6492818593978882,STANDARD,0.0,R_A3,2018-07-03,1
282.1457214355469,41,2,28,1611.3077392578125,282.1457214355469,0,0.19723950326442719,STANDARD,0.0,R_A3,2018-07-03,2
282.2835998535156,41,3,28,1613.3720703125,282.2835998535156,0,0.19775545597076416,STANDARD,0.0,R_A3,2018-07-03,3
282.44622802734375,41,4,28,1615.4365234375,282.44622802734375,0,0.38648685812950134,STANDARD,0.0,R_A3,2018-07-03,4
283.7403564453125,41,5,28,1617.5008544921875,283.7403564453125,0,0.7989650964736938,STANDARD,0.0,R_A3,2018-07-03,5
283.94976806640625,41,6,28,1619.565185546875,283.94976806640625,0,0.6492556929588318,STANDARD,0.0,R_A3,2018-07-03,6
282.9684753417969,41,6,29,1609.3663330078125,282.9684753417969,0,0.6491644382476807,STANDARD,0.0,R_A3,2018-07-03,7
283.1166076660156,41,7,29,1611.4163818359375,283.1166076660156,0,0.19940203428268433,STANDARD,0.0,R_A3,2018-07-03,8
283.2538146972656,41,8,29,1613.46630859375,283.2538146972656,0,0.19909457862377167,STANDARD,0.0,R_A3,2018-07-03,9
283.49615478515625,41,9,29,1615.516357421875,283.49615478515625,0,0.7987856268882751,STANDARD,0.0,R_A3,2018-07-03,10
284.3331298828125,41,10,29,1617.5662841796875,284.3331298828125,0,0.7983686327934265,STANDARD,0.0,R_A3,2018-07-03,11
284.216064453125,41,11,29,1619.750732421875,284.216064453125,0,0.05062505975365639,STANDARD,0.0,R_A3,2018-07-03,12
284.37091064453125,41,12,29,1622.0697021484375,284.37091064453125,0,0.0545344240963459,STANDARD,0.0,R_A3,2018-07-03,13
284.5263671875,41,13,29,1624.388671875,284.5263671875,0,0.3735557496547699,STANDARD,0.0,R_A3,2018-07-03,14
285.36590576171875,41,14,29,1626.707763671875,285.36590576171875,0,0.40106862783432007,STANDARD,0.0,R_A3,2018-07-03,15
286.11968994140625,41,15,29,1629.026611328125,286.11968994140625,0,0.49784088134765625,STANDARD,0.0,R_A3,2018-07-03,16
286.2632751464844,41,16,29,1630.9468994140625,286.2632751464844,0,0.8076127171516418,STANDARD,0.0,R_A3,2018-07-03,17
288.2559509277344,41,27,29,1633.5262451171875,288.2559509277344,0,0.9999997019767761,STANDARD,-2.0699006952895616e-08,R_A3,2018-07-03,18
285.4448547363281,41,28,29,1637.1630859375,285.4448547363281,0,0.04387148469686508,STANDARD,0.0,R_A3,2018-07-03,19
285.68780517578125,41,29,29,1640.8001708984375,285.68780517578125,0,0.05210905149579048,STANDARD,0.0,R_A3,2018-07-03,20
288.78729248046875,41,30,29,1644.4371337890625,288.78729248046875,0,0.9999999403953552,STANDARD,-4.8259263252248275e-09,R_A3,2018-07-03,21
286.17572021484375,41,31,29,1648.0740966796875,286.17572021484375,0,0.06447358429431915,STANDARD,0.0,R_A3,2018-07-03,22
276.5369567871094,52,1,30,1631.1873779296875,276.5369567871094,0,0.050512850284576416,STANDARD,0.0,R_A4,2018-09-12,1
276.3756103515625,52,1,31,1627.4293212890625,276.3756103515625,0,0.08368923515081406,STANDARD,0.0,R_A4,2018-09-12,2
276.5128479003906,52,2,31,1629.4896240234375,276.5128479003906,0,0.05267724767327309,STANDARD,0.0,R_A4,2018-09-12,3
276.6501159667969,52,3,31,1631.5498046875,276.6501159667969,0,0.05381559580564499,STANDARD,0.0,R_A4,2018-09-12,4
276.7873840332031,52,4,31,1633.610107421875,276.7873840332031,0,0.056668370962142944,STANDARD,0.0,R_A4,2018-09-12,5
276.7778625488281,52,4,32,1632.3968505859375,276.7778625488281,0,0.05682291090488434,STANDARD,0.0,R_A4,2018-09-12,6
276.818603515625,51,4,32,1635.880615234375,276.818603515625,0,0.061357855796813965,STANDARD,0.0,R_A4,2018-09-12,7
276.9627380371094,51,4,33,1637.321044921875,276.9627380371094,0,0.06350332498550415,STANDARD,0.0,R_A4,2018-09-12,8
276.8397216796875,51,3,33,1635.474609375,276.8397216796875,0,0.0591585747897625,STANDARD,0.0,R_A4,2018-09-12,9
277.0440673828125,50,4,33,1642.1485595703125,277.0440673828125,0,0.06416144967079163,STANDARD,0.0,R_A4,2018-09-12,10
277.0816955566406,50,4,34,1641.132080078125,277.0816955566406,0,0.06313499808311462,STANDARD,0.0,R_A4,2018-09-12,11
276.95367431640625,50,3,34,1639.20703125,276.95367431640625,0,0.11854095757007599,STANDARD,0.0,R_A4,2018-09-12,12
277.2200622558594,50,3,35,1640.9061279296875,277.2200622558594,0,0.10057295858860016,STANDARD,0.0,R_A4,2018-09-12,13
277.0965576171875,50,2,35,1639.0426025390625,277.0965576171875,0,0.18269242346286774,STANDARD,0.0,R_A4,2018-09-12,14
277.13409423828125,49,2,35,1641.93212890625,277.13409423828125,0,0.2394988238811493,STANDARD,0.0,R_A4,2018-09-12,15
278.7535705566406,49,30,36,1642.357421875,278.7535705566406,0,0.05854278430342674,STANDARD,0.0,R_A4,2018-09-12,16
278.51385498046875,48,30,36,1639.6068115234375,278.51385498046875,0,0.6497334241867065,STANDARD,0.0,R_A4,2018-09-12,17
279.0694580078125,48,30,37,1646.7513427734375,279.0694580078125,0,0.060988545417785645,STANDARD,0.0,R_A4,2018-09-12,18
279.61480712890625,48,30,38,1653.461669921875,279.61480712890625,0,0.15881164371967316,STANDARD,0.0,R_A4,2018-09-12,19
279.8272705078125,47,30,38,1657.8184814453125,279.8272705078125,0,0.10884582996368408,STANDARD,0.0,R_A4,2018-09-12,20
275.5969543457031,42,1,17,1695.20263671875,275.5969543457031,0,1.0,STANDARD,-2.1778311863992388e-15,R_A6,2018-11-07,1
275.7411804199219,42,2,17,1696.7510986328125,275.7411804199219,0,1.0,STANDARD,-1.1330447392021476e-15,R_A6,2018-11-07,2
275.8810119628906,42,3,17,1698.299560546875,275.8810119628906,0,1.0,STANDARD,-7.95226506376096e-16,R_A6,2018-11-07,3
276.0153503417969,42,4,17,1699.84814453125,276.0153503417969,0,1.0,STANDARD,-6.605904076517882e-16,R_A6,2018-11-07,4
276.1470947265625,42,5,17,1701.3966064453125,276.1470947265625,0,1.0,STANDARD,-7.973846404465816e-16,R_A6,2018-11-07,5
276.2811584472656,42,6,17,1702.9451904296875,276.2811584472656,0,1.0,STANDARD,-1.2122593663084881e-15,R_A6,2018-11-07,6
276.12158203125,42,7,17,1704.49365234375,276.12158203125,0,1.0,STANDARD,-4.6428799796742123e-14,R_A6,2018-11-07,7
276.5604248046875,42,8,17,1706.042236328125,276.5604248046875,0,1.0,STANDARD,-2.6726758809982e-15,R_A6,2018-11-07,8
276.6922302246094,42,9,17,1707.5906982421875,276.6922302246094,0,1.0,STANDARD,-2.934654277738009e-15,R_A6,2018-11-07,9
276.50592041015625,42,10,17,1709.1392822265625,276.50592041015625,0,1.0,STANDARD,-6.029724788046698e-13,R_A6,2018-11-07,10
276.678955078125,42,11,17,1711.055419921875,276.678955078125,0,1.0,STANDARD,-7.182205676546649e-13,R_A6,2018-11-07,11
276.89532470703125,42,12,17,1713.3392333984375,276.89532470703125,0,1.0,STANDARD,-4.1743065709760885e-13,R_A6,2018-11-07,12
277.1297607421875,42,13,17,1715.623046875,277.1297607421875,0,1.0,STANDARD,-3.218274916851581e-14,R_A6,2018-11-07,13
277.345947265625,42,14,17,1717.9068603515625,277.345947265625,0,1.0,STANDARD,-1.9209086022666487e-14,R_A6,2018-11-07,14
